input	ost_ilddt	ost_qs_global	ost_qs_best	ost_ics	ost_ips	ost_dockq_ave
T1206TS311_2o__T1206TS204_1o	0.963	0.979	0.979	0.948	0.966	0.952
T1206TS312_1o__T1206TS284_4o	0.932	0.973	0.973	0.945	0.968	0.898
T1206TS312_1o__T1206TS294_2o	0.929	0.973	0.973	0.943	0.919	0.943
T1206TS312_4o__T1206TS425_1o	0.976	0.986	0.986	0.948	0.966	0.978
T1206TS319_2o__T1206TS322_2o	0.669	0.518	0.518	0.525	0.606	0.474
T1206TS322_2o__T1206TS311_2o	0.529	0.514	0.514	0.525	0.605	0.362
T1206TS322_3o__T1206TS298_5o	0.607	0.724	0.724	0.526	0.75	0.583
T1206TS331_2o__T1206TS345_6o	0.395	0.448	0.448	0.415	0.55	0.256
T1206TS331_3o__T1206TS117_3o	0.712	0.896	0.896	0.768	0.803	0.767
T1206TS337_1o__T1206TS052_4o	0.033	0.007	0.007	0.0	0.166	0.027
T1206TS337_2o__T1206TS059_3o	0.017	0.002	0.002	0.0	0.152	0.018
T1206TS345_4o__T1206TS022_4o	0.728	0.495	0.495	0.504	0.604	0.471
T1206TS345_4o__T1206TS085_5o	0.937	0.974	0.974	0.931	0.951	0.942
T1206TS345_4o__T1206TS267_3o	0.957	0.978	0.978	0.975	0.992	0.95
T1206TS345_4o__T1206TS300_3o	0.046	0.037	0.037	0.028	0.207	0.02
T1206TS369_1o__T1206TS163_3o	0.941	0.975	0.975	0.944	0.95	0.954
T1206TS369_2o__T1206TS456_4o	0.737	0.583	0.583	0.56	0.606	0.51
T1206TS388_5o__T1206TS167_3o	0.572	0.568	0.568	0.549	0.612	0.376
T1206TS393_2o__T1206TS015_2o	0.884	0.957	0.957	0.891	0.903	0.753
T1206TS393_3o__T1206TS117_2o	0.696	0.885	0.885	0.755	0.803	0.751
T1206TS393_3o__T1206TS304_3o	0.938	0.968	0.968	0.916	0.918	0.949
T1206TS393_4o__T1206TS139_5o	0.807	0.939	0.939	0.839	0.95	0.825
T1206TS393_5o__T1206TS312_1o	0.927	0.964	0.964	0.938	0.952	0.957
T1206TS393_6o__T1206TS284_5o	0.97	0.982	0.982	0.95	0.943	0.939
T1206TS397_2o__T1206TS287_4o	0.964	0.981	0.981	0.949	0.975	0.957
T1206TS397_2o__T1206TS294_1o	0.991	0.99	0.99	0.964	0.975	0.984
T1206TS397_2o__T1206TS425_1o	0.994	0.992	0.992	0.978	0.959	0.986
T1206TS397_3o__T1206TS284_4o	0.965	0.987	0.987	0.951	0.944	0.938
T1206TS450_2o__T1206TS167_2o	1.0	1.0	1.0	1.0	1.0	1.0
T1206TS450_2o__T1206TS304_3o	0.1	0.064	0.064	0.011	0.353	0.038
T1206TS450_2o__T1206TS337_3o	0.025	0.024	0.024	0.0	0.241	0.008
T1206TS450_5o__T1206TS085_4o	0.034	0.006	0.006	0.0	0.092	0.013
T1206TS456_4o__T1206TS322_1o	0.588	0.587	0.587	0.567	0.606	0.376
T1206TS456_5o__T1206TS031_1o	0.977	0.987	0.987	0.967	0.967	0.948
T1206TS462_6o__T1206TS241_1o	0.958	0.981	0.981	0.961	0.959	0.964
T1206TS465_3o__T1206TS117_1o	0.388	0.456	0.456	0.392	0.56	0.33
T1206TS468_2o__T1206TS091_5o	0.452	0.716	0.716	0.478	0.713	0.497
T1206TS475_5o__T1206TS261_1o	0.861	0.951	0.951	0.901	0.923	0.916
T1218TS008_2o__T1218TS145_2o	0.303	0.379	0.379	0.325	0.328	0.116
T1218TS008_4o__T1218TS139_4o	0.0	0.0	0.0	0.0	0.025	0.002
T1218TS008_4o__T1218TS393_4o	0.516	0.381	0.381	0.474	0.42	0.2
T1218TS014_4o__T1218TS147_3o	0.0	0.0	0.0	0.0	0.0	0.002
T1218TS014_5o__T1218TS287_5o	0.24	0.158	0.158	0.088	0.148	0.062
T1218TS022_2o__T1218TS198_4o	0.0	0.0	0.0	0.0	0.017	0.002
T1218TS023_4o__T1218TS423_1o	0.646	0.578	0.578	0.709	0.505	0.263
T1218TS028_2o__T1218TS148_3o	0.698	0.611	0.611	0.671	0.559	0.242
T1218TS028_2o__T1218TS456_2o	0.0	0.0	0.0	0.0	0.043	0.004
T1218TS028_5o__T1218TS494_5o	0.0	0.0	0.0	0.0	0.0	0.001
T1218TS051_2o__T1218TS167_2o	0.0	0.0	0.0	0.0	0.029	0.004
T1218TS051_5o__T1218TS274_3o	0.175	0.103	0.103	0.067	0.108	0.059
T1218TS051_5o__T1218TS284_5o	0.702	0.536	0.536	0.643	0.611	0.227
T1218TS052_1o__T1218TS052_2o	0.0	0.0	0.0	0.0	0.0	0.002
T1218TS059_1o__T1218TS312_4o	0.0	0.0	0.0	0.0	0.02	0.003
T1218TS059_6o__T1218TS293_5o	0.083	0.141	0.141	0.069	0.1	0.022
T1218TS075_4o__T1218TS145_1o	0.0	0.0	0.0	0.0	0.0	0.002
T1218TS075_4o__T1218TS380_3o	0.0	0.0	0.0	0.0	0.0	0.002
T1218TS075_4o__T1218TS462_5o	0.0	0.0	0.0	0.0	0.0	0.002
T1218TS085_1o__T1218TS164_3o	0.281	0.18	0.18	0.128	0.104	0.096
T1218TS085_3o__T1218TS272_1o	0.05	0.033	0.033	0.016	0.108	0.013
T1218TS091_1o__T1218TS388_1o	0.358	0.46	0.46	0.264	0.365	0.211
T1218TS091_3o__T1218TS272_1o	0.003	0.002	0.002	0.0	0.059	0.004
T1218TS110_2o__T1218TS286_3o	0.659	0.504	0.504	0.583	0.5	0.195
T1218TS122_4o__T1218TS117_1o	0.383	0.381	0.381	0.252	0.438	0.132
T1218TS122_5o__T1218TS163_5o	0.444	0.44	0.44	0.379	0.335	0.139
T1218TS139_3o__T1218TS375_4o	0.0	0.0	0.0	0.0	0.025	0.002
T1218TS145_5o__T1218TS014_5o	0.692	0.833	0.833	0.765	0.783	0.318
T1218TS145_5o__T1218TS204_4o	0.0	0.0	0.0	0.0	0.0	0.002
T1218TS147_2o__T1218TS221_4o	0.109	0.082	0.082	0.049	0.072	0.022
T1218TS147_4o__T1218TS014_5o	0.001	0.0	0.0	0.0	0.014	0.004
T1218TS163_3o__T1218TS145_3o	0.394	0.564	0.564	0.594	0.466	0.189
T1218TS163_4o__T1218TS393_5o	0.519	0.634	0.634	0.46	0.545	0.28
T1218TS164_1o__T1218TS319_4o	0.444	0.514	0.514	0.494	0.437	0.152
T1218TS164_5o__T1218TS079_3o	0.069	0.217	0.217	0.136	0.122	0.034
T1218TS164_5o__T1218TS117_3o	0.32	0.423	0.461	0.284	0.454	0.156
T1218TS196_1o__T1218TS167_5o	0.372	0.552	0.552	0.606	0.423	0.153
T1218TS196_3o__T1218TS312_3o	0.229	0.237	0.237	0.153	0.243	0.1
T1218TS198_2o__T1218TS075_4o	0.019	0.019	0.019	0.0	0.0	0.004
T1218TS204_1o__T1218TS287_5o	0.0	0.0	0.0	0.0	0.006	0.004
T1218TS204_2o__T1218TS304_3o	0.834	0.613	0.613	0.671	0.597	0.302
T1218TS204_2o__T1218TS456_1o	0.0	0.0	0.0	0.0	0.042	0.004
T1218TS208_5o__T1218TS301_5o	0.415	0.413	0.413	0.574	0.441	0.182
T1218TS208_5o__T1218TS465_3o	0.294	0.38	0.38	0.423	0.371	0.143
T1218TS219_1o__T1218TS167_5o	0.076	0.1	0.1	0.076	0.105	0.023
T1218TS219_2o__T1218TS298_3o	0.189	0.147	0.147	0.049	0.119	0.057
T1218TS219_2o__T1218TS304_3o	0.0	0.0	0.0	0.0	0.0	0.002
T1218TS219_4o__T1218TS465_5o	0.156	0.079	0.079	0.053	0.066	0.052
T1218TS219_5o__T1218TS388_5o	0.0	0.0	0.0	0.0	0.012	0.002
T1218TS221_1o__T1218TS014_1o	0.131	0.151	0.151	0.102	0.152	0.036
T1218TS221_5o__T1218TS196_1o	0.884	0.582	0.582	0.644	0.452	0.505
T1218TS261_3o__T1218TS319_3o	0.0	0.0	0.0	0.0	0.0	0.002
T1218TS261_5o__T1218TS380_4o	0.003	0.0	0.0	0.0	0.008	0.004
T1218TS262_4o__T1218TS293_3o	0.0	0.0	0.0	0.0	0.0	0.002
T1218TS264_2o__T1218TS145_2o	0.245	0.412	0.412	0.212	0.337	0.1
T1218TS267_4o__T1218TS294_4o	0.613	0.807	0.807	0.693	0.647	0.222
T1218TS274_4o__T1218TS008_1o	0.389	0.259	0.259	0.155	0.197	0.118
T1218TS274_4o__T1218TS462_4o	0.179	0.271	0.271	0.136	0.192	0.037
T1218TS284_1o__T1218TS219_4o	0.0	0.0	0.0	0.0	0.0	0.002
T1218TS284_5o__T1218TS008_4o	0.609	0.434	0.434	0.538	0.598	0.263
T1218TS286_2o__T1218TS028_1o	0.09	0.133	0.133	0.033	0.145	0.015
T1218TS286_4o__T1218TS423_4o	0.253	0.33	0.33	0.138	0.236	0.106
T1218TS293_1o__T1218TS221_4o	0.167	0.109	0.109	0.068	0.096	0.055
T1218TS294_2o__T1218TS393_5o	0.411	0.556	0.556	0.368	0.461	0.205
T1218TS298_2o__T1218TS110_1o	0.0	0.0	0.0	0.0	0.026	0.003
T1218TS301_4o__T1218TS014_6o	0.0	0.0	0.0	0.0	0.0	0.002
T1218TS304_1o__T1218TS148_1o	0.778	0.579	0.579	0.642	0.599	0.253
T1218TS304_2o__T1218TS319_5o	0.55	0.597	0.597	0.66	0.549	0.214
T1218TS311_2o__T1218TS198_4o	0.16	0.096	0.096	0.044	0.079	0.036
T1218TS311_2o__T1218TS219_2o	0.148	0.142	0.142	0.092	0.123	0.035
T1218TS311_5o__T1218TS085_4o	0.204	0.187	0.187	0.082	0.16	0.057
T1218TS311_5o__T1218TS147_4o	0.003	0.0	0.0	0.0	0.005	0.005
T1218TS312_1o__T1218TS163_4o	0.43	0.59	0.59	0.435	0.533	0.193
T1218TS312_4o__T1218TS267_4o	0.473	0.607	0.607	0.574	0.548	0.178
T1218TS331_5o__T1218TS085_3o	0.0	0.0	0.0	0.0	0.0	0.002
T1218TS345_5o__T1218TS369_4o	0.0	0.0	0.0	0.0	0.081	0.002
T1218TS369_4o__T1218TS110_1o	0.0	0.0	0.0	0.0	0.02	0.002
T1218TS388_1o__T1218TS489_3o	0.0	0.0	0.0	0.0	0.028	0.002
T1218TS388_4o__T1218TS304_5o	0.0	0.0	0.0	0.0	0.054	0.004
T1218TS393_1o__T1218TS110_5o	0.56	0.537	0.537	0.622	0.512	0.195
T1218TS393_1o__T1218TS345_3o	0.561	0.495	0.495	0.597	0.489	0.194
T1218TS393_1o__T1218TS456_4o	0.0	0.0	0.0	0.0	0.022	0.003
T1218TS393_2o__T1218TS319_1o	0.0	0.0	0.0	0.0	0.02	0.003
T1218TS393_4o__T1218TS267_3o	0.312	0.498	0.498	0.375	0.432	0.147
T1218TS423_1o__T1218TS218_1o	0.092	0.191	0.191	0.069	0.109	0.032
T1218TS423_1o__T1218TS494_3o	0.149	0.141	0.141	0.062	0.143	0.117
T1218TS423_2o__T1218TS204_3o	0.0	0.0	0.0	0.0	0.004	0.002
T1218TS425_2o__T1218TS489_1o	0.0	0.0	0.0	0.0	0.025	0.002
T1218TS450_2o__T1218TS388_5o	0.0	0.0	0.0	0.0	0.031	0.004
T1218TS456_1o__T1218TS196_3o	0.0	0.0	0.0	0.0	0.016	0.002
T1218TS456_3o__T1218TS148_5o	0.33	0.161	0.185	0.1	0.096	0.301
T1218TS456_5o__T1218TS272_2o	0.009	0.0	0.0	0.0	0.064	0.008
T1218TS462_4o__T1218TS375_4o	0.783	0.538	0.538	0.622	0.54	0.257
T1218TS462_6o__T1218TS274_4o	0.142	0.064	0.064	0.013	0.068	0.026
T1218TS489_4o__T1218TS286_4o	0.121	0.253	0.253	0.127	0.174	0.032
T1218TS494_2o__T1218TS465_5o	0.711	0.394	0.394	0.417	0.3	0.171
T1218TS494_5o__T1218TS148_5o	0.815	0.484	0.484	0.627	0.536	0.278
T1219v1TS015_5o__T1219v1TS304_5o	0.041	0.008	0.057	0.003	0.107	0.044
T1219v1TS019_3o__T1219v1TS110_3o	1.0	1.0	1.0	1.0	1.0	1.0
T1219v1TS022_2o__T1219v1TS465_5o	0.085	0.004	0.036	0.004	0.132	0.067
T1219v1TS022_5o__T1219v1TS425_4o	0.118	0.106	0.106	0.122	0.656	0.085
T1219v1TS028_5o__T1219v1TS019_4o	0.07	0.021	0.023	0.016	0.543	0.044
T1219v1TS051_1o__T1219v1TS304_4o	0.04	0.016	0.096	0.011	0.123	0.081
T1219v1TS051_4o__T1219v1TS147_3o	0.305	0.216	0.365	0.151	0.371	0.235
T1219v1TS051_5o__T1219v1TS164_2o	0.142	0.171	0.187	0.23	0.461	0.118
T1219v1TS051_5o__T1219v1TS345_2o	0.049	0.008	0.008	0.009	0.743	0.035
T1219v1TS052_4o__T1219v1TS164_1o	0.07	0.083	0.092	0.097	0.484	0.082
T1219v1TS059_5o__T1219v1TS059_2o	0.077	0.001	0.008	0.0	0.143	0.049
T1219v1TS139_1o__T1219v1TS456_4o	0.12	0.067	0.172	0.052	0.173	0.055
T1219v1TS139_3o__T1219v1TS267_5o	0.053	0.001	0.001	0.0	0.16	0.033
T1219v1TS139_3o__T1219v1TS304_2o	0.05	0.005	0.152	0.003	0.026	0.106
T1219v1TS139_5o__T1219v1TS462_2o	0.179	0.067	0.263	0.036	0.12	0.103
T1219v1TS167_1o__T1219v1TS456_4o	0.097	0.01	0.072	0.005	0.042	0.044
T1219v1TS262_4o__T1219v1TS022_3o	0.112	0.033	0.09	0.033	0.241	0.113
T1219v1TS264_4o__T1219v1TS051_4o	0.394	0.072	0.552	0.021	0.081	0.207
T1219v1TS264_4o__T1219v1TS059_2o	0.119	0.013	0.075	0.0	0.123	0.068
T1219v1TS264_5o__T1219v1TS019_4o	0.228	0.029	0.366	0.006	0.042	0.137
T1219v1TS267_1o__T1219v1TS147_2o	0.211	0.07	0.295	0.041	0.108	0.109
T1219v1TS267_2o__T1219v1TS456_2o	0.141	0.081	0.224	0.055	0.157	0.135
T1219v1TS267_4o__T1219v1TS304_5o	0.078	0.008	0.134	0.003	0.038	0.054
T1219v1TS272_3o__T1219v1TS059_4o	0.116	0.009	0.009	0.0	0.281	0.075
T1219v1TS272_3o__T1219v1TS262_1o	0.541	0.085	0.778	0.132	0.091	0.643
T1219v1TS272_5o__T1219v1TS272_4o	0.391	0.596	0.596	0.488	0.654	0.357
T1219v1TS286_2o__T1219v1TS147_4o	0.266	0.274	0.326	0.21	0.526	0.179
T1219v1TS294_3o__T1219v1TS304_2o	0.106	0.004	0.059	0.0	0.028	0.032
T1219v1TS294_4o__T1219v1TS319_4o	0.174	0.109	0.23	0.077	0.29	0.107
T1219v1TS319_2o__T1219v1TS462_3o	0.456	0.235	0.405	0.243	0.426	0.38
T1219v1TS322_1o__T1219v1TS019_4o	0.083	0.006	0.107	0.0	0.025	0.022
T1219v1TS322_1o__T1219v1TS163_3o	0.0	0.0	0.0	0.0	0.069	0.022
T1219v1TS322_1o__T1219v1TS272_1o	0.089	0.035	0.116	0.014	0.167	0.036
T1219v1TS345_5o__T1219v1TS164_5o	0.064	0.091	0.094	0.021	0.278	0.064
T1219v1TS345_5o__T1219v1TS425_1o	0.049	0.008	0.008	0.009	0.743	0.035
T1219v1TS388_1o__T1219v1TS019_4o	0.136	0.057	0.183	0.02	0.137	0.088
T1219v1TS388_3o__T1219v1TS304_1o	0.113	0.006	0.166	0.004	0.027	0.114
T1219v1TS388_3o__T1219v1TS304_2o	0.052	0.007	0.202	0.004	0.03	0.102
T1219v1TS388_4o__T1219v1TS261_4o	0.078	0.003	0.041	0.003	0.051	0.049
T1219v1TS388_5o__T1219v1TS022_3o	0.079	0.001	0.008	0.0	0.065	0.047
T1219v1TS419_1o__T1219v1TS304_5o	0.06	0.035	0.084	0.015	0.287	0.062
T1219v1TS425_3o__T1219v1TS147_1o	0.324	0.241	0.428	0.176	0.37	0.281
T1219v1TS425_5o__T1219v1TS304_2o	0.093	0.015	0.07	0.005	0.128	0.053
T1219v1TS456_4o__T1219v1TS015_1o	0.116	0.169	0.169	0.119	0.556	0.145
T1219v1TS456_5o__T1219v1TS286_1o	0.192	0.174	0.304	0.114	0.306	0.156
T1219v1TS462_3o__T1219v1TS110_4o	0.713	0.782	0.782	0.636	0.881	0.724
T1219v1TS462_4o__T1219v1TS147_2o	0.725	0.852	0.852	0.677	0.872	0.717
T1219v2TS015_3o__T1219v2TS028_3o	0.098	0.081	0.138	0.06	0.342	0.057
T1219v2TS015_4o__T1219v2TS052_3o	0.124	0.125	0.144	0.127	0.66	0.098
T1219v2TS015_5o__T1219v2TS110_4o	0.107	0.089	0.161	0.069	0.34	0.069
T1219v2TS015_5o__T1219v2TS286_3o	0.08	0.092	0.152	0.047	0.344	0.04
T1219v2TS015_5o__T1219v2TS294_1o	0.138	0.162	0.188	0.144	0.521	0.096
T1219v2TS019_1o__T1219v2TS272_1o	0.178	0.179	0.239	0.085	0.469	0.124
T1219v2TS019_4o__T1219v2TS028_5o	0.207	0.138	0.158	0.15	0.772	0.322
T1219v2TS022_2o__T1219v2TS319_4o	0.051	0.0	0.0	0.0	0.312	0.038
T1219v2TS052_1o__T1219v2TS304_5o	0.053	0.018	0.084	0.01	0.154	0.055
T1219v2TS059_2o__T1219v2TS419_2o	0.232	0.375	0.375	0.226	0.554	0.182
T1219v2TS139_1o__T1219v2TS147_4o	0.212	0.115	0.333	0.057	0.181	0.116
T1219v2TS139_3o__T1219v2TS110_1o	0.073	0.045	0.063	0.04	0.467	0.045
T1219v2TS139_5o__T1219v2TS331_3o	0.312	0.461	0.461	0.269	0.68	0.214
T1219v2TS147_2o__T1219v2TS028_3o	0.664	0.799	0.799	0.638	0.848	0.644
T1219v2TS163_2o__T1219v2TS110_1o	0.187	0.044	0.27	0.021	0.087	0.168
T1219v2TS163_4o__T1219v2TS331_1o	0.179	0.077	0.24	0.024	0.155	0.136
T1219v2TS163_5o__T1219v2TS052_4o	0.128	0.042	0.159	0.02	0.124	0.088
T1219v2TS164_2o__T1219v2TS110_5o	0.097	0.005	0.043	0.003	0.036	0.057
T1219v2TS164_5o__T1219v2TS272_2o	0.13	0.01	0.091	0.004	0.041	0.087
T1219v2TS167_1o__T1219v2TS051_3o	0.548	0.071	0.857	0.101	0.088	0.452
T1219v2TS167_1o__T1219v2TS147_3o	0.069	0.0	0.0	0.0	0.041	0.042
T1219v2TS167_4o__T1219v2TS462_1o	0.606	0.042	0.892	0.064	0.051	0.721
T1219v2TS187_1o__T1219v2TS110_2o	0.117	0.0	0.004	0.0	0.033	0.067
T1219v2TS241_1o__T1219v2TS147_5o	0.047	0.078	0.088	0.049	0.451	0.024
T1219v2TS262_3o__T1219v2TS294_1o	0.043	0.007	0.007	0.003	0.809	0.036
T1219v2TS262_4o__T1219v2TS345_3o	0.471	0.142	0.379	0.222	0.313	0.385
T1219v2TS264_4o__T1219v2TS221_2o	0.326	0.102	0.607	0.056	0.13	0.338
T1219v2TS264_5o__T1219v2TS462_2o	0.631	0.053	0.852	0.062	0.05	0.633
T1219v2TS264_6o__T1219v2TS139_5o	0.221	0.062	0.331	0.016	0.111	0.237
T1219v2TS267_1o__T1219v2TS015_2o	0.431	0.211	0.451	0.231	0.25	0.23
T1219v2TS267_1o__T1219v2TS241_5o	0.142	0.051	0.133	0.021	0.176	0.125
T1219v2TS267_5o__T1219v2TS110_1o	0.183	0.064	0.255	0.033	0.121	0.096
T1219v2TS286_3o__T1219v2TS028_3o	0.187	0.149	0.154	0.141	0.588	0.141
T1219v2TS294_2o__T1219v2TS345_2o	0.099	0.02	0.043	0.005	0.307	0.073
T1219v2TS319_4o__T1219v2TS261_1o	0.086	0.021	0.042	0.017	0.314	0.05
T1219v2TS322_1o__T1219v2TS241_1o	0.023	0.0	0.001	0.0	0.048	0.031
T1219v2TS322_1o__T1219v2TS272_3o	0.664	0.033	0.873	0.04	0.036	0.59
T1219v2TS331_2o__T1219v2TS051_2o	0.169	0.172	0.172	0.177	0.708	0.167
T1219v2TS331_3o__T1219v2TS425_3o	1.0	1.0	1.0	1.0	1.0	1.0
T1219v2TS345_1o__T1219v2TS051_1o	0.185	0.172	0.172	0.177	0.708	0.184
T1219v2TS388_1o__T1219v2TS019_2o	0.1	0.096	0.197	0.028	0.26	0.062
T1219v2TS388_5o__T1219v2TS272_4o	0.146	0.147	0.29	0.09	0.364	0.068
T1219v2TS419_2o__T1219v2TS019_5o	0.07	0.018	0.028	0.01	0.336	0.044
T1219v2TS425_3o__T1219v2TS261_1o	0.209	0.11	0.221	0.065	0.294	0.122
T1219v2TS425_4o__T1219v2TS052_5o	0.14	0.106	0.106	0.122	0.656	0.13
T1219v2TS425_5o__T1219v2TS304_1o	0.081	0.015	0.082	0.009	0.126	0.07
T1219v2TS450_3o__T1219v2TS419_3o	0.0	0.0	0.0	0.0	0.039	0.009
T1219v2TS450_3o__T1219v2TS462_1o	0.013	0.0	0.004	0.0	0.037	0.052
T1219v2TS450_5o__T1219v2TS052_5o	0.081	0.026	0.07	0.015	0.215	0.064
T1219v2TS456_3o__T1219v2TS022_5o	0.265	0.243	0.243	0.251	0.805	0.238
T1219v2TS456_4o__T1219v2TS147_3o	0.057	0.035	0.053	0.012	0.335	0.038
T1219v2TS456_4o__T1219v2TS261_3o	0.115	0.062	0.118	0.048	0.319	0.088
T1228v1TS014_1o__T1228v1TS204_2o	0.15	0.129	0.129	0.156	0.662	0.134
T1228v1TS014_1o__T1228v1TS319_3o	0.165	0.121	0.121	0.17	0.561	0.118
T1228v1TS014_4o__T1228v1TS159_1o	0.16	0.132	0.132	0.19	0.702	0.191
T1228v1TS015_2o__T1228v1TS145_1o	0.13	0.089	0.089	0.13	0.491	0.108
T1228v1TS015_3o__T1228v1TS091_3o	0.217	0.118	0.118	0.185	0.586	0.091
T1228v1TS015_4o__T1228v1TS274_2o	0.237	0.139	0.139	0.167	0.553	0.077
T1228v1TS022_1o__T1228v1TS369_2o	0.257	0.119	0.119	0.227	0.755	0.178
T1228v1TS028_4o__T1228v1TS241_5o	0.177	0.127	0.127	0.182	0.56	0.058
T1228v1TS028_5o__T1228v1TS164_5o	0.215	0.172	0.172	0.227	0.522	0.16
T1228v1TS051_2o__T1228v1TS033_1o	0.806	0.742	0.742	0.764	0.69	0.416
T1228v1TS051_2o__T1228v1TS241_4o	0.671	0.734	0.734	0.706	0.626	0.333
T1228v1TS051_4o__T1228v1TS033_3o	0.779	0.649	0.649	0.752	0.687	0.339
T1228v1TS091_1o__T1228v1TS051_1o	0.622	0.598	0.598	0.635	0.586	0.36
T1228v1TS091_3o__T1228v1TS015_6o	0.22	0.139	0.139	0.161	0.513	0.062
T1228v1TS091_4o__T1228v1TS456_2o	0.747	0.687	0.687	0.679	0.654	0.485
T1228v1TS091_5o__T1228v1TS481_4o	0.809	0.829	0.829	0.79	0.725	0.525
T1228v1TS110_2o__T1228v1TS014_3o	0.2	0.134	0.134	0.178	0.583	0.14
T1228v1TS110_3o__T1228v1TS145_4o	0.228	0.197	0.197	0.22	0.602	0.136
T1228v1TS110_3o__T1228v1TS267_3o	0.547	0.647	0.647	0.59	0.583	0.315
T1228v1TS145_3o__T1228v1TS489_2o	0.238	0.18	0.18	0.239	0.652	0.114
T1228v1TS147_2o__T1228v1TS015_6o	0.278	0.193	0.193	0.192	0.499	0.092
T1228v1TS147_2o__T1228v1TS028_2o	0.924	0.972	0.972	0.923	0.875	0.878
T1228v1TS147_5o__T1228v1TS262_3o	0.544	0.545	0.545	0.502	0.536	0.299
T1228v1TS163_1o__T1228v1TS294_1o	0.216	0.175	0.175	0.176	0.646	0.107
T1228v1TS163_2o__T1228v1TS456_4o	0.186	0.14	0.14	0.191	0.636	0.122
T1228v1TS163_4o__T1228v1TS450_2o	0.628	0.791	0.791	0.648	0.697	0.234
T1228v1TS164_1o__T1228v1TS369_5o	0.177	0.125	0.125	0.172	0.649	0.172
T1228v1TS164_2o__T1228v1TS481_3o	0.634	0.803	0.803	0.692	0.676	0.433
T1228v1TS167_1o__T1228v1TS147_1o	0.956	0.863	0.863	0.886	0.83	0.681
T1228v1TS167_4o__T1228v1TS028_4o	0.721	0.674	0.674	0.672	0.652	0.338
T1228v1TS167_4o__T1228v1TS286_1o	0.776	0.699	0.699	0.731	0.76	0.357
T1228v1TS167_5o__T1228v1TS481_2o	0.792	0.704	0.704	0.709	0.76	0.354
T1228v1TS198_1o__T1228v1TS204_3o	0.229	0.212	0.212	0.19	0.688	0.115
T1228v1TS198_4o__T1228v1TS267_4o	0.481	0.38	0.38	0.448	0.501	0.24
T1228v1TS204_4o__T1228v1TS163_4o	0.548	0.693	0.693	0.578	0.619	0.384
T1228v1TS208_1o__T1228v1TS147_2o	0.873	0.804	0.804	0.797	0.735	0.458
T1228v1TS221_1o__T1228v1TS456_1o	0.195	0.152	0.152	0.19	0.691	0.208
T1228v1TS231_1o__T1228v1TS167_2o	0.882	0.914	0.914	0.864	0.878	0.733
T1228v1TS231_2o__T1228v1TS274_1o	0.812	0.826	0.826	0.703	0.726	0.514
T1228v1TS231_4o__T1228v1TS091_4o	0.72	0.726	0.726	0.726	0.677	0.368
T1228v1TS231_5o__T1228v1TS419_3o	0.728	0.759	0.759	0.735	0.775	0.417
T1228v1TS241_4o__T1228v1TS481_4o	0.601	0.556	0.556	0.591	0.541	0.308
T1228v1TS262_1o__T1228v1TS164_2o	0.509	0.568	0.568	0.512	0.533	0.288
T1228v1TS262_2o__T1228v1TS221_4o	0.831	0.913	0.913	0.809	0.799	0.732
T1228v1TS262_3o__T1228v1TS450_4o	0.522	0.559	0.559	0.541	0.545	0.355
T1228v1TS267_2o__T1228v1TS241_3o	0.22	0.126	0.126	0.193	0.579	0.103
T1228v1TS267_3o__T1228v1TS241_5o	0.238	0.154	0.154	0.243	0.633	0.086
T1228v1TS274_2o__T1228v1TS304_2o	0.233	0.144	0.144	0.195	0.756	0.218
T1228v1TS274_4o__T1228v1TS167_1o	0.719	0.739	0.739	0.682	0.696	0.472
T1228v1TS274_5o__T1228v1TS014_4o	0.205	0.139	0.139	0.183	0.521	0.192
T1228v1TS286_2o__T1228v1TS145_1o	0.194	0.168	0.168	0.223	0.641	0.159
T1228v1TS286_2o__T1228v1TS494_1o	0.644	0.65	0.65	0.628	0.605	0.299
T1228v1TS294_1o__T1228v1TS286_3o	0.192	0.133	0.133	0.174	0.71	0.206
T1228v1TS294_2o__T1228v1TS231_1o	0.22	0.171	0.171	0.259	0.817	0.229
T1228v1TS294_3o__T1228v1TS221_4o	0.206	0.148	0.148	0.214	0.861	0.297
T1228v1TS294_4o__T1228v1TS147_1o	0.217	0.153	0.153	0.198	0.818	0.291
T1228v1TS294_4o__T1228v1TS369_2o	0.033	0.013	0.013	0.011	0.713	0.009
T1228v1TS298_1o__T1228v1TS489_4o	0.185	0.155	0.155	0.171	0.716	0.198
T1228v1TS298_2o__T1228v1TS159_1o	0.537	0.646	0.646	0.595	0.633	0.288
T1228v1TS298_2o__T1228v1TS241_3o	0.223	0.136	0.136	0.225	0.669	0.099
T1228v1TS298_3o__T1228v1TS221_1o	0.217	0.18	0.18	0.204	0.613	0.101
T1228v1TS304_5o__T1228v1TS331_4o	0.3	0.162	0.162	0.269	0.611	0.197
T1228v1TS304_5o__T1228v1TS450_5o	0.275	0.159	0.159	0.246	0.706	0.148
T1228v1TS319_4o__T1228v1TS331_4o	1.0	1.0	1.0	1.0	1.0	1.0
T1228v1TS319_5o__T1228v1TS369_5o	0.206	0.14	0.14	0.181	0.554	0.125
T1228v1TS331_2o__T1228v1TS147_5o	0.697	0.708	0.708	0.707	0.694	0.394
T1228v1TS331_2o__T1228v1TS274_1o	0.848	0.927	0.927	0.787	0.847	0.824
