input	cv1_target_residues	cv1_model_residues	cv1_target_atoms	cv1_model_atoms	cv3_target_atoms	cv3_model_atoms	cv4_target_atoms	cv4_model_atoms	old_global_score	voronota_js_global_score	cadscore_lt_global_score	cadscore_lt_global_f1	cadscore_lt_rm_global_score	cadscore_lt_rm_global_f1	cadscore_lt_r_global_score	cadscore_lt_r_global_f1	old_iface_score	voronota_js_iface_score	cadscore_lt_iface_score	cadscore_lt_iface_f1	cadscore_lt_rm_iface_score	cadscore_lt_rm_iface_f1	cadscore_lt_r_iface_score	cadscore_lt_r_iface_f1	old_global_time	voronota_js_global_time	cadscore_lt_global_time	cadscore_lt_rm_global_time	cadscore_lt_r_global_time	old_iface_time	voronota_js_iface_time	cadscore_lt_iface_time	cadscore_lt_rm_iface_time	cadscore_lt_r_iface_time	voronota_js_lt_global_score	voronota_js_lt_global_time	voronota_js_lt_iface_score	voronota_js_lt_iface_time
T0218TS272_2o__T0218TS425_4o	2328	3492	18536	27807	18536	27807	18536	27807	0.850344	0.84417	0.844354	0.713037	0.844444	0.712937	0.844354	0.713037	0	0	0	0	0	0	0	0	28.38	32.98	1.32	1.53	1.45	26.46	2.28	0.28	0.37	0.39	0.84435	3.78	0	1.16
T0218TS272_3o__T0218TS163_5o	2328	3492	18536	27804	18536	27804	18536	27804	0.794833	0.79264	0.79306	0.697427	0.793505	0.697748	0.79306	0.697427	0.0715156	0.07549	0.075853	0.104303	0.092289	0.120099	0.075853	0.104303	26.23	31.43	1.33	1.45	1.41	27.84	1.82	0.26	0.38	0.39	0.79306	4.02	0.07585	1.16
T0218TS274_4o__T0218TS286_5o	2328	2328	18536	18538	18536	18538	18536	18538	0.529888	0.51082	0.510738	0.62939	0.51089	0.629844	0.510738	0.62939	0.022922	0.03485	0.035035	0.063221	0.035035	0.063221	0.035035	0.063221	21.85	27.51	1.00	1.12	1.10	21.44	1.40	0.21	0.31	0.30	0.51074	3.14	0.03503	0.92
T0218TS284_2o__T0218TS286_3o	3492	3492	27807	27807	27807	27807	27807	27807	0.768574	0.76233	0.762911	0.841503	0.76306	0.841556	0.762911	0.841503	0.526756	0.48619	0.486943	0.310775	0.488117	0.311095	0.486943	0.310775	34.65	36.55	1.60	1.78	1.71	32.72	2.38	0.37	0.49	0.51	0.76291	4.06	0.48694	1.47
T0218TS284_2o__T0218TS450_4o	3492	4656	27807	37076	27807	37076	27807	37076	0.899739	0.89565	0.89563	0.802346	0.895718	0.802408	0.89563	0.802346	0.149713	0.16714	0.16758	0.215579	0.174177	0.223019	0.16758	0.215579	40.23	46.44	1.84	2.29	2.02	37.43	1.96	0.39	0.54	0.55	0.89563	5.19	0.16758	1.60
T0218TS284_3o__T0218TS028_5o	3492	5820	27807	46345	27807	46345	27807	46345	0.847138	0.84115	0.841412	0.665065	0.842193	0.665529	0.841412	0.665065	0.0290322	0.03418	0.033813	0.026841	0.068569	0.051489	0.033813	0.026841	49.23	54.99	2.12	3.05	2.30	41.64	1.92	0.46	0.59	0.60	0.84141	5.72	0.03381	1.83
T0218TS286_2o__T0218TS423_2o	3492	2328	27807	18536	27807	18536	27807	18536	0.519468	0.51845	0.518667	0.679738	0.518667	0.679738	0.518667	0.679738	0.212955	0.23489	0.235613	0.369385	0.238786	0.372408	0.235613	0.369385	23.42	31.81	1.30	1.43	1.42	24.74	1.57	0.28	0.39	0.38	0.51867	3.91	0.23561	1.15
T0218TS286_3o__T0218TS139_3o	3492	2328	27807	18536	27807	18536	27807	18536	0.453989	0.45176	0.451912	0.620626	0.451912	0.620626	0.451912	0.620626	0	0	0	0	0	0	0	0	26.67	38.98	1.31	1.44	1.40	27.60	3.21	0.31	0.44	0.41	0.45191	3.84	0	1.26
T0218TS286_3o__T0218TS388_4o	3492	2328	27807	18538	27807	18538	27807	18538	0.479781	0.47972	0.480033	0.645237	0.480033	0.645237	0.480033	0.645237	0	0	0	0	0	0	0	0	28.80	34.83	1.33	1.49	1.50	24.21	3.25	0.33	0.48	0.42	0.48003	3.71	0	1.28
T0218TS294_1o__T0218TS241_4o	3492	3492	27807	27807	27807	27807	27807	27807	0.918551	0.91728	0.917311	0.949187	0.917382	0.949229	0.917311	0.949187	0.74981	0.74466	0.743742	0.775826	0.744254	0.776684	0.743742	0.775826	29.02	42.10	1.58	1.75	1.71	28.54	1.52	0.35	0.45	0.45	0.91731	4.38	0.74374	1.39
T0218TS294_4o__T0218TS167_1o	4656	3492	37076	27807	37076	27807	37076	27807	0.654792	0.64776	0.64779	0.776458	0.648564	0.77778	0.64779	0.776458	0	0	0	0	0.033031	0.067397	0	0	32.46	39.62	1.85	2.23	2.00	34.80	2.80	0.39	0.54	0.56	0.64779	5.66	0	1.63
T0218TS294_4o__T0218TS219_1o	4656	3492	37076	27804	37076	27804	37076	27804	0.580696	0.57832	0.578677	0.727005	0.578911	0.727128	0.578677	0.727005	0.00915097	0.01058	0.010456	0.037184	0.015409	0.042783	0.010456	0.037184	35.54	46.92	1.93	2.25	2.01	40.18	2.72	0.40	0.55	0.53	0.57868	4.43	0.01046	1.65
T0218TS298_2o__T0218TS219_1o	2328	3492	18538	27804	18538	27804	18538	27804	0.787962	0.78329	0.783521	0.685751	0.783521	0.685751	0.783521	0.685751	0.0481238	0.06435	0.064921	0.050994	0.064921	0.050994	0.064921	0.050994	28.32	29.08	1.32	1.48	1.44	26.37	1.69	0.26	0.37	0.38	0.78352	3.19	0.06492	1.15
T0218TS298_4o__T0218TS423_5o	2328	2328	18538	18536	18538	18536	18538	18536	0.794614	0.79458	0.794632	0.866422	0.794632	0.866422	0.794632	0.866422	0.0341249	0.04016	0.041351	0.066403	0.041351	0.066403	0.041351	0.066403	21.62	29.43	1.12	1.17	1.13	20.54	0.93	0.22	0.30	0.30	0.79463	3.18	0.04135	0.89
T0218TS301_2o__T0218TS322_2o	3492	3492	27807	27804	27807	27804	27807	27804	0.79009	0.7906	0.7914	0.867733	0.79146	0.867796	0.7914	0.867733	0.548436	0.5009	0.500515	0.556771	0.500515	0.556771	0.500515	0.556771	29.94	36.72	1.63	1.75	1.74	35.08	2.34	0.33	0.45	0.46	0.7914	4.57	0.50052	1.35
T0218TS301_4o__T0218TS475_4o	3492	3492	27807	27807	27807	27807	27807	27807	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	30.80	34.19	1.60	1.78	1.71	27.33	2.60	0.34	0.46	0.48	1	3.47	1	1.37
T0218TS311_1o__T0218TS022_1o	2328	3174	18538	25344	18538	25344	18538	25344	0.793711	0.79039	0.790326	0.694954	0.790326	0.694954	0.790326	0.694954	0.617903	0.69444	0.692357	0.311983	0.695764	0.31277	0.692357	0.311983	27.97	33.41	1.25	1.39	1.38	24.41	1.65	0.27	0.38	0.36	0.79033	3.39	0.69236	1.09
T0218TS311_2o__T0218TS219_1o	2328	3492	18538	27804	18538	27804	18538	27804	0.788384	0.79225	0.792921	0.686288	0.796173	0.689289	0.792921	0.686288	0.0854128	0.10887	0.110873	0.044895	0.752539	0.322288	0.110873	0.044895	26.54	33.93	1.34	1.47	1.44	26.91	1.68	0.28	0.38	0.38	0.79292	3.83	0.11087	1.11
T0218TS311_5o__T0218TS494_4o	2328	2328	18538	18536	18538	18536	18538	18536	0.814401	0.82383	0.82471	0.887333	0.82471	0.887333	0.82471	0.887333	0.231167	0.2248	0.226801	0.14699	0.226801	0.14699	0.226801	0.14699	23.89	26.61	1.01	1.11	1.09	20.03	1.34	0.21	0.30	0.31	0.82471	3.17	0.2268	0.90
T0218TS319_1o__T0218TS147_4o	3492	5820	27807	46345	27807	46345	27807	46345	0.853276	0.84936	0.849519	0.667703	0.85024	0.668153	0.849519	0.667703	0.0308591	0.03892	0.038471	0.025418	0.077614	0.05109	0.038471	0.025418	52.34	56.80	2.14	3.12	2.28	47.43	2.63	0.44	0.64	0.61	0.84952	5.38	0.03847	1.85
T0218TS319_4o__T0218TS051_1o	2328	2328	18538	18538	18538	18538	18538	18538	0.750371	0.75171	0.751367	0.838938	0.751367	0.838938	0.751367	0.838938	0.262377	0.32457	0.325844	0.471594	0.325844	0.471594	0.325844	0.471594	21.45	29.30	1.10	1.21	1.20	19.93	1.80	0.24	0.31	0.30	0.75137	3.07	0.32584	0.93
T0218TS322_2o__T0218TS110_4o	3492	2328	27804	18538	27804	18538	27804	18538	0.524435	0.52501	0.525668	0.681077	0.525682	0.681099	0.525668	0.681077	0	0	0	0	0	0	0	0	24.51	37.15	1.29	1.44	1.41	26.07	1.48	0.26	0.37	0.39	0.52567	3.99	0	1.15
T0218TS322_2o__T0218TS425_2o	3492	2328	27804	18538	27804	18538	27804	18538	0.530382	0.53011	0.530686	0.684644	0.530708	0.684663	0.530686	0.684644	0	0	0	0	0	0	0	0	27.17	28.33	1.31	1.43	1.46	24.03	1.44	0.28	0.39	0.38	0.53069	3.53	0	1.14
T0218TS322_3o__T0218TS375_5o	3492	3492	27804	27807	27804	27807	27804	27807	0.807223	0.8114	0.812422	0.862421	0.812422	0.862421	0.812422	0.862421	0.466411	0.57925	0.584573	0.47516	0.585758	0.475873	0.584573	0.47516	29.66	38.62	1.64	1.74	1.71	33.01	2.76	0.38	0.47	0.47	0.81242	3.95	0.58457	1.40
T0218TS322_3o__T0218TS423_3o	3492	2328	27804	18536	27804	18536	27804	18536	0.542158	0.54072	0.541046	0.696078	0.547204	0.702057	0.541046	0.696078	0.0188475	0.02696	0.027282	0.050735	0.167029	0.289667	0.027282	0.050735	26.32	36.38	1.31	1.43	1.41	23.14	1.74	0.28	0.37	0.38	0.54105	2.60	0.02728	1.11
T0218TS322_5o__T0218TS423_1o	2328	2328	18536	18536	18536	18536	18536	18536	0.806487	0.8048	0.805081	0.870652	0.80512	0.870669	0.805081	0.870652	0.0369857	0.05221	0.054022	0.084672	0.054324	0.084874	0.054022	0.084672	18.33	27.87	1.05	1.13	1.11	20.56	1.41	0.21	0.30	0.31	0.80508	2.20	0.05402	0.91
T0218TS323_1o__T0218TS425_5o	3492	3492	27807	27807	27807	27807	27807	27807	0.911126	0.90709	0.906971	0.939338	0.906971	0.939338	0.906971	0.939338	0.619276	0.57494	0.573992	0.654065	0.573992	0.654065	0.573992	0.654065	28.73	36.51	1.59	1.77	1.76	30.30	1.66	0.35	0.47	0.45	0.90697	3.94	0.57399	1.39
T0218TS345_2o__T0218TS028_1o	2328	4656	18538	37076	18538	37076	18538	37076	0.674939	0.67482	0.674531	0.508478	0.674895	0.508762	0.674531	0.508478	0	0	0	0	0	0	0	0	31.87	36.86	1.62	1.89	1.81	31.13	2.56	0.34	0.46	0.46	0.67453	4.37	0	1.26
T0218TS375_2o__T0218TS022_1o	3492	3174	27807	25344	27807	25344	27807	25344	0.815649	0.80756	0.807274	0.876752	0.807319	0.876764	0.807274	0.876752	0.528159	0.4879	0.487839	0.595475	0.487839	0.595475	0.487839	0.595475	31.01	38.86	1.53	1.72	1.70	33.45	2.31	0.32	0.45	0.48	0.80727	4.60	0.48784	1.34
T0218TS375_2o__T0218TS028_5o	3492	5820	27807	46345	27807	46345	27807	46345	0.844601	0.83869	0.838784	0.666409	0.839372	0.666809	0.838784	0.666409	0.0212359	0.02357	0.023289	0.021212	0.047029	0.042539	0.023289	0.021212	44.74	57.71	2.12	3.08	2.28	47.73	3.36	0.44	0.63	0.62	0.83878	4.83	0.02329	1.87
T0218TS388_1o__T0218TS147_5o	2328	2328	18538	18538	18538	18538	18538	18538	0.755602	0.75818	0.757941	0.846593	0.757941	0.846593	0.757941	0.846593	0	0	0	0	0	0	0	0	22.26	25.03	1.04	1.14	1.13	19.23	1.58	0.23	0.31	0.35	0.75794	3.17	0	0.95
T0218TS388_2o__T0218TS052_1o	2328	3174	18538	25344	18538	25344	18538	25344	0.732067	0.73819	0.739127	0.664486	0.739127	0.664486	0.739127	0.664486	0	0	0	0	0	0	0	0	27.42	34.35	1.29	1.47	1.37	25.69	2.63	0.28	0.38	0.38	0.73913	3.05	0	1.16
T0218TS388_3o__T0218TS163_4o	2328	3492	18538	27804	18538	27804	18538	27804	0.752972	0.7609	0.761722	0.679159	0.764245	0.681033	0.761722	0.679159	0	0	0	0	0	0	0	0	28.10	28.82	1.30	1.48	1.40	25.81	1.90	0.27	0.39	0.37	0.76172	2.77	0	1.20
T0218TS388_3o__T0218TS319_2o	2328	3492	18538	27807	18538	27807	18538	27807	0.776021	0.78314	0.783365	0.683001	0.783603	0.683121	0.783365	0.683001	0	0	0	0	0	0	0	0	28.13	36.20	1.32	1.50	1.44	28.82	2.02	0.29	0.47	0.37	0.78336	3.89	0	1.17
T0218TS388_4o__T0218TS167_2o	2328	4656	18538	37076	18538	37076	18538	37076	0.77022	0.78254	0.784142	0.565015	0.784375	0.565155	0.784142	0.565015	0	0	0	0	0	0	0	0	34.25	39.96	1.60	1.90	1.70	31.07	2.25	0.34	0.48	0.45	0.78414	4.84	0	1.32
T0218TS388_4o__T0218TS494_4o	2328	2328	18538	18536	18538	18536	18538	18536	0.736585	0.75615	0.757578	0.842125	0.757578	0.842125	0.757578	0.842125	0	0	0	0	0	0	0	0	22.11	29.35	1.08	1.15	1.15	23.35	1.77	0.23	0.31	0.32	0.75758	3.23	0	0.97
T0218TS419_4o__T0218TS331_4o	2328	3492	18538	27807	18538	27807	18538	27807	0.84629	0.85051	0.851139	0.71464	0.851139	0.71464	0.851139	0.71464	0.775165	0.79394	0.793521	0.370719	0.796692	0.370383	0.793521	0.370719	24.28	33.53	1.32	1.63	1.48	25.97	1.58	0.26	0.37	0.38	0.85114	3.97	0.79352	0.99
T0218TS423_1o__T0218TS419_3o	2328	3492	18536	27807	18536	27807	18536	27807	0.804444	0.81085	0.811554	0.69947	0.817739	0.705362	0.811554	0.69947	0.0830751	0.10939	0.110367	0.068222	0.501207	0.28122	0.110367	0.068222	29.54	35.65	1.32	1.48	1.42	22.94	1.61	0.29	0.37	0.39	0.81155	4.01	0.11037	1.11
T0218TS423_2o__T0218TS164_4o	2328	3492	18536	27804	18536	27804	18536	27804	0.814747	0.81621	0.816555	0.70563	0.820721	0.709159	0.816555	0.70563	0.075265	0.08634	0.087237	0.065345	0.497111	0.385117	0.087237	0.065345	26.08	31.77	1.29	1.45	1.39	26.57	1.62	0.26	0.37	0.38	0.81656	3.89	0.08724	1.13
T0218TS423_2o__T0218TS219_2o	2328	3492	18536	27804	18536	27804	18536	27804	0.81744	0.81668	0.817004	0.703603	0.817004	0.703603	0.817004	0.703603	0.508964	0.4834	0.482781	0.275335	0.500346	0.284053	0.482781	0.275335	28.42	35.13	1.45	1.45	1.45	28.54	1.85	0.29	0.38	0.39	0.817	2.81	0.48278	1.14
T0218TS425_3o__T0218TS262_4o	3492	2328	27807	18536	27807	18536	27807	18536	0.4078	0.39732	0.397589	0.553598	0.397678	0.553638	0.397589	0.553598	0	0	0	0	0	0	0	0	25.62	32.71	1.30	1.46	1.41	24.31	1.56	0.27	0.37	0.37	0.39759	3.93	0	1.11
T0218TS425_4o__T0218TS164_3o	3492	3492	27807	27804	27807	27804	27807	27804	0.812678	0.81405	0.814187	0.886535	0.814187	0.886535	0.814187	0.886535	0.658932	0.61168	0.611097	0.758568	0.611097	0.758568	0.611097	0.758568	36.43	41.44	1.60	1.73	1.70	27.89	1.33	0.32	0.47	0.47	0.81419	4.76	0.6111	1.39
T0218TS450_3o__T0218TS397_1o	3492	3492	27807	27807	27807	27807	27807	27807	0.524129	0.51657	0.517092	0.637583	0.520335	0.641526	0.517092	0.637583	0.0132437	0.01904	0.01942	0.034554	0.207619	0.284697	0.01942	0.034554	32.39	44.23	1.69	1.87	1.79	31.96	1.47	0.34	0.48	0.47	0.51709	3.77	0.01942	1.39
T0218TS450_5o__T0218TS075_3o	2328	3492	18538	27807	18538	27807	18538	27807	0.874353	0.8614	0.86126	0.720967	0.861447	0.721021	0.86126	0.720967	0	0	0	0	0	0	0	0	27.01	30.47	1.36	1.49	1.44	24.56	1.92	0.27	0.38	0.40	0.86126	3.17	0	1.15
T0218TS450_5o__T0218TS241_5o	2328	3492	18538	27807	18538	27807	18538	27807	0.864762	0.8522	0.851996	0.716057	0.8523	0.716178	0.851996	0.716057	0	0	0	0	0	0	0	0	29.66	33.51	1.33	1.44	1.40	24.84	1.86	0.27	0.38	0.37	0.852	4.02	0	1.16
T0218TS456_1o__T0218TS110_3o	3174	5820	25344	46345	25344	46345	25344	46345	0.865116	0.86224	0.862399	0.645694	0.862896	0.646056	0.862399	0.645694	0.0189113	0.02344	0.023409	0.020126	0.044793	0.039239	0.023409	0.020126	45.15	58.42	2.11	3.01	2.29	41.57	3.13	0.44	0.59	0.59	0.8624	6.26	0.02341	1.77
T0218TS456_4o__T0218TS052_4o	3174	3174	25341	25341	25341	25341	25341	25341	0.959255	0.96333	0.963317	0.974951	0.976453	0.987011	0.963317	0.974951	0.0956295	0.1321	0.132903	0.134047	0.973522	0.98677	0.132903	0.134047	27.79	34.01	1.49	1.66	1.61	32.22	1.75	0.29	0.44	0.41	0.96332	3.31	0.1329	1.26
T0218TS456_4o__T0218TS301_2o	3174	3492	25341	27807	25341	27807	25341	27807	0.848885	0.85784	0.858169	0.867019	0.867423	0.876246	0.858169	0.867019	0.0905536	0.11264	0.11373	0.08636	0.840909	0.660577	0.11373	0.08636	35.02	34.87	1.52	1.68	1.65	30.51	2.17	0.32	0.45	0.45	0.85817	3.42	0.11373	1.29
T0218TS462_4o__T0218TS022_1o	3492	3174	27807	25344	27807	25344	27807	25344	0.785669	0.78311	0.783349	0.863362	0.783349	0.863362	0.783349	0.863362	0.701294	0.70427	0.705713	0.722713	0.706405	0.723048	0.705713	0.722713	29.24	34.65	1.52	1.70	1.64	33.54	2.17	0.32	0.43	0.42	0.78335	4.51	0.70571	1.34
T0218TS462_4o__T0218TS028_1o	3492	4656	27807	37076	27807	37076	27807	37076	0.838012	0.83538	0.835995	0.758848	0.836354	0.759025	0.835995	0.758848	0.146148	0.19734	0.197152	0.152325	0.201717	0.154688	0.197152	0.152325	36.72	51.98	1.84	2.25	1.97	35.95	2.66	0.39	0.52	0.53	0.836	4.22	0.19715	1.51
T0218TS462_4o__T0218TS167_2o	3492	4656	27807	37076	27807	37076	27807	37076	0.823589	0.82415	0.824854	0.75478	0.825081	0.754906	0.824854	0.75478	0.170332	0.22049	0.220933	0.239253	0.228372	0.249468	0.220933	0.239253	39.70	52.16	1.86	2.31	1.98	36.06	1.47	0.39	0.52	0.53	0.82485	5.61	0.22093	1.59
T0218TS462_4o__T0218TS301_2o	3492	3492	27807	27807	27807	27807	27807	27807	0.833921	0.83543	0.835979	0.88578	0.836008	0.885804	0.835979	0.88578	0.694904	0.69793	0.699671	0.615388	0.700099	0.615556	0.699671	0.615388	29.61	40.90	1.56	1.76	1.69	30.57	2.20	0.33	0.46	0.47	0.83598	4.33	0.69967	1.40
T0218TS475_1o__T0218TS219_2o	3492	3492	27807	27804	27807	27804	27807	27804	0.797815	0.79692	0.797579	0.871486	0.79759	0.871467	0.797579	0.871486	0.54414	0.52032	0.520458	0.569163	0.520471	0.569129	0.520458	0.569163	37.80	43.56	1.55	1.75	1.71	36.12	2.30	0.33	0.46	0.46	0.79758	4.10	0.52046	1.38
T0218TS475_4o__T0218TS462_3o	3492	3492	27807	27807	27807	27807	27807	27807	0.82555	0.82039	0.82069	0.879266	0.829112	0.888214	0.82069	0.879266	0.0472461	0.05528	0.055739	0.071149	0.450074	0.593913	0.055739	0.071149	28.38	43.02	1.60	1.74	1.80	29.88	2.43	0.32	0.47	0.46	0.82069	4.25	0.05574	1.37
T0218TS494_2o__T0218TS022_5o	2328	2116	18536	16894	18536	16894	18536	16894	0.732276	0.73308	0.733283	0.823092	0.733283	0.823092	0.733283	0.823092	0	0	0	0	0	0	0	0	17.72	21.78	1.02	1.07	1.11	20.54	0.91	0.22	0.28	0.28	0.73328	2.73	0	0.86
T0218TS494_3o__T0218TS163_2o	2328	3492	18536	27804	18536	27804	18536	27804	0.796421	0.80885	0.810036	0.698302	0.810608	0.698558	0.810036	0.698302	0.0154017	0.01984	0.021123	0.033064	0.024611	0.040055	0.021123	0.033064	24.32	37.23	1.30	1.46	1.42	24.65	2.10	0.29	0.39	0.38	0.81004	3.81	0.02112	1.20
T0234TS014_1o__T0234TS148_3o	826	1239	6368	9552	6368	9552	6368	9552	0.800624	0.79714	0.797796	0.677972	0.797916	0.678009	0.797796	0.677972	0.00351421	0.00612	0.006003	0.003772	0.006941	0.004361	0.006003	0.003772	9.35	10.56	0.48	0.53	0.51	8.57	0.90	0.11	0.12	0.12	0.7978	1.45	0.006	0.42
T0234TS014_4o__T0234TS345_5o	826	1239	6368	9552	6368	9552	6368	9552	0.824662	0.82664	0.827387	0.707456	0.82807	0.707402	0.827387	0.707456	0.0186378	0.02276	0.022985	0.019179	0.02334	0.019577	0.022985	0.019179	7.64	10.15	0.48	0.51	0.51	8.75	0.65	0.11	0.13	0.12	0.82739	1.40	0.02298	0.43
T0234TS014_4o__T0234TS462_6o	826	1239	6368	9552	6368	9552	6368	9552	0.826732	0.83031	0.830874	0.703354	0.830874	0.703354	0.830874	0.703354	0.00645979	0.01729	0.01707	0.014822	0.021874	0.016244	0.01707	0.014822	8.64	11.21	0.49	0.52	0.50	7.25	0.87	0.11	0.12	0.12	0.83087	1.43	0.01707	0.42
T0234TS015_1o__T0234TS028_4o	826	1239	6368	9552	6368	9552	6368	9552	0.781006	0.7685	0.768699	0.678866	0.768699	0.678866	0.768699	0.678866	0	0	0	0	0	0	0	0	8.53	10.82	0.48	0.51	0.50	8.44	0.94	0.11	0.13	0.14	0.7687	1.04	0	0.46
T0234TS015_1o__T0234TS311_2o	826	826	6368	6368	6368	6368	6368	6368	0.79469	0.78804	0.788394	0.867589	0.788603	0.867756	0.788394	0.867589	0	0	0	0	0	0	0	0	6.69	8.94	0.38	0.41	0.42	6.08	0.63	0.08	0.10	0.10	0.78839	0.96	0	0.35
T0234TS015_5o__T0234TS015_4o	826	826	6368	6368	6368	6368	6368	6368	0.795597	0.79382	0.794366	0.847787	0.794403	0.847597	0.794366	0.847787	0	0	0	0.000157	0	0.000157	0	0.000157	5.32	9.06	0.40	0.42	0.43	6.29	1.01	0.10	0.11	0.10	0.79437	1.18	0	0.39
T0234TS022_3o__T0234TS264_5o	1239	1239	9552	9552	9552	9552	9552	9552	0.882064	0.87501	0.874631	0.901835	0.874653	0.901861	0.874631	0.901835	0.615807	0.62514	0.623754	0.630265	0.624054	0.630943	0.623754	0.630265	9.89	13.77	0.56	0.61	0.61	8.51	0.98	0.13	0.15	0.16	0.87463	1.49	0.62375	0.51
T0234TS028_4o__T0234TS425_4o	1239	1239	9552	9552	9552	9552	9552	9552	0.852449	0.84422	0.845062	0.874983	0.863967	0.895929	0.845062	0.874983	0.0017247	0.00336	0.003396	0.002917	0.576479	0.553411	0.003396	0.002917	10.73	13.57	0.58	0.71	0.61	9.29	1.20	0.12	0.20	0.17	0.84506	1.63	0.0034	0.53
T0234TS051_3o__T0234TS312_2o	1239	1239	9552	9552	9552	9552	9552	9552	0.848996	0.84371	0.843327	0.884227	0.8434	0.88426	0.843327	0.884227	0.390821	0.41274	0.414025	0.405695	0.41512	0.40616	0.414025	0.405695	10.78	13.79	0.58	0.63	0.61	9.50	1.27	0.13	0.15	0.16	0.84333	1.67	0.41402	0.53
T0234TS110_3o__T0234TS059_1o	1239	826	9552	6366	9552	6366	9552	6366	0.546365	0.54515	0.545567	0.700386	0.545567	0.700386	0.545567	0.700386	0.0012857	0.00242	0.002415	0.003537	0.002415	0.003537	0.002415	0.003537	8.44	9.79	0.47	0.52	0.49	8.14	0.74	0.10	0.13	0.12	0.54557	1.07	0.00242	0.43
T0234TS110_3o__T0234TS331_3o	1239	1239	9552	9552	9552	9552	9552	9552	0.82786	0.81776	0.818138	0.858274	0.834405	0.876828	0.818138	0.858274	0	0	0	0.000249	0.386171	0.363541	0	0.000249	9.88	14.25	0.60	0.63	0.60	10.01	0.99	0.13	0.16	0.16	0.81814	1.29	0	0.54
T0234TS114_4o__T0234TS286_3o	826	1652	6368	12736	6368	12736	6368	12736	0.727022	0.72841	0.728697	0.543152	0.729242	0.543613	0.728697	0.543152	0	0	0	0	0.009922	0.008358	0	0	11.90	14.46	0.58	0.66	0.59	9.84	0.91	0.13	0.14	0.14	0.7287	1.46	0	0.47
T0234TS139_1o__T0234TS322_2o	2166	1239	16740	9549	16740	9549	16740	9549	0.37018	0.36862	0.368823	0.523409	0.370958	0.525811	0.368823	0.523409	0	0	0	0	0	0	0	0	14.68	18.07	0.77	1.13	0.83	14.86	1.33	0.16	0.22	0.20	0.36882	1.84	0	0.70
T0234TS139_2o__T0234TS191_1o	2166	1239	16740	9552	16740	9552	16740	9552	0.379607	0.37751	0.37715	0.525318	0.378728	0.526628	0.37715	0.525318	0	0	0	0	0	0	0	0	16.26	17.50	0.78	1.20	0.82	13.51	1.38	0.17	0.22	0.21	0.37715	2.15	0	0.60
T0234TS148_1o__T0234TS425_2o	1239	1239	9552	9552	9552	9552	9552	9552	0.90333	0.89446	0.894079	0.923003	0.894079	0.923003	0.894079	0.923003	0.575836	0.61396	0.613239	0.629779	0.613601	0.629752	0.613239	0.629779	10.00	14.16	0.60	0.65	0.61	9.63	1.41	0.13	0.16	0.16	0.89408	1.76	0.61324	0.48
T0234TS148_3o__T0234TS294_5o	1239	1652	9552	12736	9552	12736	9552	12736	0.754634	0.73692	0.736707	0.722776	0.738118	0.723226	0.736707	0.722776	0	0	0	0	0	0	0	0	12.58	14.59	0.63	0.76	0.68	11.52	0.71	0.15	0.16	0.17	0.73671	1.77	0	0.59
T0234TS148_3o__T0234TS419_5o	1239	1239	9552	9552	9552	9552	9552	9552	0.8274	0.82811	0.828599	0.885001	0.828672	0.885056	0.828599	0.885001	0.3481	0.39635	0.397912	0.389381	0.400217	0.390803	0.397912	0.389381	10.54	14.49	0.58	0.62	0.62	10.04	1.36	0.14	0.16	0.17	0.8286	1.21	0.39791	0.54
T0234TS148_4o__T0234TS312_4o	1239	1239	9552	9552	9552	9552	9552	9552	0.832868	0.82242	0.822505	0.866001	0.82252	0.866006	0.822505	0.866001	0.0071072	0.01434	0.014836	0.024278	0.014836	0.024278	0.014836	0.024278	10.44	12.19	0.58	0.63	0.61	10.14	1.19	0.13	0.17	0.16	0.82251	1.57	0.01484	0.46
T0234TS148_4o__T0234TS425_4o	1239	1239	9552	9552	9552	9552	9552	9552	0.840501	0.83462	0.834615	0.878098	0.834615	0.878098	0.834615	0.878098	0.0231641	0.03233	0.032523	0.044794	0.032682	0.044863	0.032523	0.044794	11.03	14.36	0.59	0.62	0.62	10.31	1.31	0.13	0.20	0.18	0.83461	1.66	0.03252	0.54
T0234TS167_1o__T0234TS419_3o	4956	1239	38208	9552	38208	9552	38208	9552	0.194312	0.19136	0.19137	0.331585	0.192812	0.332666	0.19137	0.331585	0	0	0	0.00161	0.000026	0.001422	0	0.00161	32.58	38.56	1.47	1.73	1.56	31.23	2.69	0.31	0.39	0.38	0.19137	4.02	0	1.18
T0234TS167_2o__T0234TS167_4o	4956	4956	38208	38208	38208	38208	38208	38208	0.888091	0.88371	0.883829	0.915448	0.883994	0.915704	0.883829	0.915448	0.0163351	0.01993	0.020011	0.029533	0.07095	0.099061	0.020011	0.029533	58.05	60.86	2.38	3.06	2.58	53.19	2.65	0.47	0.65	0.60	0.88383	6.72	0.02001	1.92
T0234TS167_4o__T0234TS319_4o	4956	1239	38208	9552	38208	9552	38208	9552	0.201683	0.19929	0.199171	0.342704	0.199568	0.342989	0.199171	0.342704	0	0	0	0	0.007348	0.007543	0	0	29.51	36.26	1.48	1.66	1.56	29.80	1.96	0.29	0.37	0.36	0.19917	3.49	0	1.26
