input	ost_ilddt	ost_qs_global	ost_qs_best	ost_ics	ost_ips	ost_dockq_ave	ost_dockq_wave	ost_dockq_ave_full	ost_dockq_wave_full	ost_tm_score
R0253TS208_4o__R0253TS167_5o	0.0	0.0	0.0	0.0	0.004	0.002	0.002	0.001	0.001	0.146
R0253TS208_4o__R0253TS262_1o	0.0	0.0	0.0	0.0	0.011	0.002	0.002	0.002	0.002	0.157
R0253TS208_5o__R0253TS462_2o	0.001	0.0	0.0	0.0	0.023	0.004	0.004	0.001	0.002	0.111
R0253TS208_5o__R0253TS462_3o	0.002	0.0	0.0	0.0	0.074	0.004	0.004	0.001	0.002	0.099
R0253TS262_1o__R0253TS028_1o	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.092
R0253TS262_1o__R0253TS262_4o	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.0	0.0	0.107
R0253TS262_1o__R0253TS462_2o	0.001	0.0	0.0	0.0	0.033	0.002	0.002	0.0	0.001	0.089
R0253TS262_2o__R0253TS208_3o	0.0	0.0	0.0	0.0	0.003	0.002	0.002	0.002	0.002	0.2
R0253TS262_2o__R0253TS462_1o	0.271	0.343	0.343	0.419	0.514	0.151	0.151	0.151	0.151	0.387
R0253TS262_4o__R0253TS028_5o	0.155	0.205	0.205	0.403	0.274	0.161	0.161	0.161	0.161	0.33
R0253TS262_4o__R0253TS167_1o	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.002	0.002	0.192
R0253TS262_4o__R0253TS450_1o	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.002	0.002	0.192
R0253TS262_5o__R0253TS028_1o	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.092
R0253TS262_5o__R0253TS110_2o	0.0	0.0	0.0	0.0	0.032	0.0	0.0	0.0	0.0	0.111
R0253TS262_5o__R0253TS450_4o	0.0	0.0	0.0	0.0	0.031	0.002	0.002	0.001	0.001	0.12
R0253TS294_1o__R0253TS208_1o	0.0	0.0	0.0	0.0	0.013	0.002	0.002	0.002	0.002	0.146
R0253TS294_1o__R0253TS294_3o	0.158	0.133	0.133	0.287	0.289	0.091	0.091	0.091	0.091	0.335
R0253TS294_3o__R0253TS208_1o	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.002	0.002	0.185
R0253TS294_3o__R0253TS208_3o	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.002	0.002	0.187
R0253TS294_5o__R0253TS167_1o	0.0	0.0	0.0	0.0	0.018	0.003	0.003	0.003	0.003	0.236
R0253TS450_3o__R0253TS208_2o	0.035	0.02	0.03	0.018	0.071	0.011	0.011	0.011	0.011	0.21
R0253TS450_4o__R0253TS028_3o	0.015	0.008	0.01	0.009	0.09	0.03	0.03	0.01	0.007	0.136
R0253TS450_4o__R0253TS294_5o	0.018	0.008	0.008	0.007	0.043	0.007	0.005	0.007	0.005	0.216
R0253TS450_5o__R0253TS167_2o	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.002	0.002	0.176
R0253TS462_1o__R0253TS028_5o	0.154	0.205	0.205	0.336	0.251	0.128	0.128	0.128	0.128	0.27
R0253TS462_1o__R0253TS167_2o	0.0	0.0	0.0	0.0	0.003	0.001	0.001	0.001	0.001	0.124
R0253TS462_2o__R0253TS110_5o	0.104	0.049	0.049	0.113	0.196	0.118	0.118	0.118	0.118	0.27
R0253TS462_2o__R0253TS450_3o	0.05	0.063	0.13	0.141	0.21	0.076	0.076	0.076	0.076	0.202
R0253TS462_3o__R0253TS262_1o	0.012	0.006	0.007	0.013	0.08	0.005	0.005	0.005	0.005	0.192
R0253TS462_4o__R0253TS028_4o	0.091	0.09	0.09	0.224	0.155	0.085	0.085	0.085	0.085	0.207
R0254TS028_1o__R0254TS110_4o	0.473	0.588	0.588	0.59	0.561	0.222	0.222	0.222	0.222	0.58
R0254TS028_1o__R0254TS167_3o	0.415	0.522	0.522	0.481	0.636	0.238	0.238	0.238	0.238	0.699
R0254TS028_2o__R0254TS189_3o	0.0	0.0	0.0	0.0	0.0	0.001	0.001	0.001	0.001	0.178
R0254TS028_2o__R0254TS189_4o	0.105	0.041	0.08	0.05	0.085	0.071	0.071	0.071	0.071	0.232
R0254TS028_2o__R0254TS262_4o	0.572	0.812	0.812	0.727	0.727	0.303	0.303	0.303	0.303	0.606
R0254TS028_2o__R0254TS294_1o	0.337	0.452	0.452	0.476	0.521	0.193	0.193	0.193	0.193	0.504
R0254TS028_3o__R0254TS462_5o	0.443	0.806	0.806	0.661	0.696	0.287	0.287	0.287	0.287	0.766
R0254TS028_4o__R0254TS167_1o	0.353	0.467	0.467	0.439	0.588	0.168	0.168	0.168	0.168	0.545
R0254TS028_4o__R0254TS189_5o	0.003	0.0	0.0	0.0	0.053	0.002	0.002	0.002	0.002	0.275
R0254TS028_5o__R0254TS110_1o	0.363	0.418	0.418	0.31	0.292	0.168	0.168	0.168	0.168	0.461
R0254TS028_5o__R0254TS167_5o	0.456	0.403	0.403	0.351	0.393	0.177	0.177	0.177	0.177	0.495
R0254TS028_5o__R0254TS262_1o	0.544	0.437	0.437	0.414	0.491	0.228	0.228	0.228	0.228	0.564
R0254TS110_1o__R0254TS028_2o	0.299	0.417	0.417	0.272	0.385	0.117	0.117	0.117	0.117	0.561
R0254TS110_1o__R0254TS167_4o	0.309	0.334	0.334	0.324	0.576	0.123	0.123	0.123	0.123	0.485
R0254TS110_1o__R0254TS262_2o	0.405	0.503	0.503	0.35	0.523	0.182	0.182	0.182	0.182	0.671
R0254TS110_2o__R0254TS189_2o	0.029	0.022	0.074	0.03	0.059	0.025	0.025	0.025	0.025	0.234
R0254TS110_2o__R0254TS272_1o	0.387	0.512	0.512	0.47	0.511	0.181	0.181	0.181	0.181	0.643
R0254TS110_2o__R0254TS450_5o	0.005	0.0	0.0	0.0	0.041	0.003	0.003	0.003	0.003	0.239
R0254TS110_3o__R0254TS272_1o	0.343	0.408	0.408	0.307	0.252	0.12	0.12	0.12	0.12	0.404
R0254TS110_4o__R0254TS262_2o	0.432	0.515	0.515	0.394	0.508	0.165	0.165	0.165	0.165	0.352
R0254TS110_5o__R0254TS462_2o	0.378	0.374	0.374	0.322	0.438	0.243	0.243	0.243	0.243	0.766
R0254TS167_1o__R0254TS167_3o	0.443	0.581	0.581	0.486	0.57	0.251	0.251	0.251	0.251	0.668
R0254TS167_1o__R0254TS262_4o	0.388	0.428	0.428	0.408	0.545	0.174	0.174	0.174	0.174	0.446
R0254TS167_1o__R0254TS294_2o	0.366	0.574	0.574	0.436	0.602	0.206	0.206	0.206	0.206	0.529
R0254TS167_2o__R0254TS110_3o	0.279	0.393	0.393	0.351	0.312	0.131	0.131	0.131	0.131	0.409
R0254TS167_2o__R0254TS262_2o	0.417	0.545	0.545	0.488	0.602	0.2	0.2	0.2	0.2	0.474
R0254TS167_2o__R0254TS272_4o	0.075	0.087	0.117	0.063	0.124	0.024	0.024	0.024	0.024	0.274
R0254TS167_3o__R0254TS167_4o	0.388	0.54	0.54	0.433	0.631	0.218	0.218	0.218	0.218	0.693
R0254TS167_3o__R0254TS272_1o	0.35	0.491	0.491	0.377	0.462	0.194	0.194	0.194	0.194	0.63
R0254TS167_4o__R0254TS028_4o	0.456	0.695	0.695	0.617	0.647	0.255	0.255	0.255	0.255	0.665
R0254TS167_4o__R0254TS028_5o	0.349	0.335	0.335	0.41	0.51	0.145	0.145	0.145	0.145	0.586
R0254TS167_4o__R0254TS262_2o	0.411	0.469	0.469	0.398	0.69	0.163	0.163	0.163	0.163	0.587
R0254TS167_4o__R0254TS262_5o	0.408	0.468	0.468	0.406	0.713	0.181	0.181	0.181	0.181	0.653
R0254TS167_5o__R0254TS028_3o	0.43	0.584	0.584	0.39	0.511	0.195	0.195	0.195	0.195	0.566
R0254TS167_5o__R0254TS028_5o	0.366	0.404	0.404	0.365	0.406	0.129	0.129	0.129	0.129	0.495
R0254TS167_5o__R0254TS167_1o	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
R0254TS167_5o__R0254TS262_5o	0.384	0.425	0.425	0.423	0.564	0.192	0.192	0.192	0.192	0.49
R0254TS189_1o__R0254TS294_2o	0.0	0.0	0.0	0.0	0.026	0.002	0.002	0.0	0.0	0.089
R0254TS189_3o__R0254TS028_4o	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.089
R0254TS189_4o__R0254TS110_5o	0.021	0.042	0.078	0.048	0.086	0.027	0.027	0.004	0.011	0.073
R0254TS189_4o__R0254TS167_5o	0.02	0.044	0.087	0.05	0.074	0.026	0.026	0.004	0.01	0.067
R0254TS189_4o__R0254TS262_1o	0.022	0.04	0.078	0.044	0.081	0.024	0.024	0.003	0.01	0.074
R0254TS189_4o__R0254TS272_1o	0.023	0.043	0.081	0.048	0.092	0.027	0.027	0.004	0.011	0.071
R0254TS189_5o__R0254TS294_2o	0.0	0.0	0.0	0.0	0.053	0.002	0.002	0.0	0.001	0.111
R0254TS189_5o__R0254TS450_1o	0.001	0.0	0.0	0.0	0.044	0.002	0.002	0.0	0.0	0.092
R0254TS241_5o__R0254TS110_2o	0.602	0.349	0.349	0.386	0.267	0.326	0.326	0.326	0.326	0.367
R0254TS241_5o__R0254TS189_2o	0.098	0.023	0.129	0.031	0.029	0.077	0.077	0.077	0.077	0.185
R0254TS241_5o__R0254TS262_3o	0.688	0.374	0.374	0.374	0.276	0.302	0.302	0.302	0.302	0.337
R0254TS241_5o__R0254TS262_4o	0.694	0.375	0.375	0.364	0.27	0.297	0.297	0.297	0.297	0.332
R0254TS241_5o__R0254TS272_1o	0.615	0.349	0.349	0.354	0.265	0.302	0.302	0.302	0.302	0.333
R0254TS241_5o__R0254TS294_3o	0.552	0.626	0.626	0.641	0.538	0.286	0.286	0.286	0.286	0.312
R0254TS262_1o__R0254TS272_1o	0.318	0.37	0.37	0.319	0.456	0.128	0.128	0.128	0.128	0.458
R0254TS262_1o__R0254TS294_1o	0.337	0.506	0.506	0.575	0.658	0.227	0.227	0.227	0.227	0.6
R0254TS262_2o__R0254TS262_3o	0.98	0.99	0.99	0.955	0.96	0.626	0.626	0.626	0.626	0.883
R0254TS262_2o__R0254TS450_2o	0.319	0.374	0.374	0.332	0.537	0.121	0.121	0.121	0.121	0.442
R0254TS262_3o__R0254TS189_3o	0.0	0.0	0.0	0.0	0.0	0.001	0.001	0.001	0.001	0.202
R0254TS262_3o__R0254TS262_2o	0.991	0.99	0.99	0.955	0.96	0.645	0.645	0.645	0.645	0.883
R0254TS262_3o__R0254TS294_2o	0.318	0.439	0.439	0.348	0.531	0.153	0.153	0.153	0.153	0.58
R0254TS262_3o__R0254TS450_4o	0.076	0.072	0.132	0.127	0.178	0.053	0.053	0.053	0.053	0.217
R0254TS262_4o__R0254TS167_1o	0.308	0.428	0.428	0.408	0.545	0.143	0.143	0.143	0.143	0.446
R0254TS262_4o__R0254TS294_1o	0.328	0.487	0.487	0.552	0.643	0.234	0.234	0.234	0.234	0.626
R0254TS262_5o__R0254TS167_3o	0.298	0.407	0.407	0.388	0.546	0.152	0.152	0.152	0.152	0.471
R0254TS262_5o__R0254TS189_3o	0.0	0.0	0.0	0.0	0.0	0.001	0.001	0.001	0.001	0.202
R0254TS262_5o__R0254TS272_5o	0.067	0.021	0.047	0.023	0.093	0.03	0.03	0.03	0.03	0.285
R0254TS262_5o__R0254TS462_3o	0.343	0.498	0.498	0.333	0.593	0.147	0.147	0.147	0.147	0.597
R0254TS272_1o__R0254TS028_1o	0.427	0.401	0.401	0.388	0.475	0.226	0.226	0.226	0.226	0.727
R0254TS272_1o__R0254TS028_2o	0.353	0.409	0.409	0.385	0.477	0.126	0.126	0.126	0.126	0.336
R0254TS272_1o__R0254TS110_2o	0.486	0.512	0.512	0.47	0.511	0.186	0.186	0.186	0.186	0.644
R0254TS272_4o__R0254TS110_1o	0.026	0.066	0.104	0.089	0.119	0.086	0.086	0.029	0.033	0.203
R0254TS272_4o__R0254TS294_1o	0.047	0.083	0.115	0.059	0.147	0.055	0.055	0.018	0.022	0.202
R0254TS272_5o__R0254TS167_2o	0.013	0.008	0.017	0.003	0.065	0.009	0.009	0.001	0.002	0.16
R0254TS272_5o__R0254TS262_2o	0.012	0.002	0.004	0.0	0.063	0.005	0.005	0.001	0.001	0.129
R0254TS272_5o__R0254TS462_2o	0.011	0.002	0.004	0.0	0.075	0.005	0.005	0.001	0.001	0.144
R0254TS294_2o__R0254TS110_2o	0.487	0.484	0.484	0.432	0.478	0.307	0.307	0.307	0.307	0.804
R0254TS294_2o__R0254TS167_2o	0.427	0.478	0.478	0.415	0.539	0.174	0.174	0.174	0.174	0.625
R0254TS294_3o__R0254TS028_5o	0.579	0.547	0.547	0.547	0.461	0.242	0.242	0.242	0.242	0.544
R0254TS294_3o__R0254TS110_5o	0.435	0.299	0.299	0.312	0.24	0.208	0.208	0.208	0.208	0.43
R0254TS294_3o__R0254TS450_5o	0.006	0.0	0.0	0.0	0.015	0.003	0.003	0.003	0.003	0.25
R0254TS450_1o__R0254TS110_2o	0.441	0.505	0.505	0.447	0.469	0.196	0.196	0.196	0.196	0.594
R0254TS450_1o__R0254TS294_3o	0.328	0.42	0.42	0.338	0.255	0.106	0.106	0.106	0.106	0.458
R0254TS450_1o__R0254TS462_5o	0.571	0.814	0.814	0.667	0.658	0.293	0.293	0.293	0.293	0.685
R0254TS450_2o__R0254TS167_3o	0.512	0.619	0.619	0.513	0.586	0.288	0.288	0.288	0.288	0.761
R0254TS450_2o__R0254TS294_1o	0.338	0.377	0.377	0.443	0.564	0.167	0.167	0.167	0.167	0.466
R0254TS450_2o__R0254TS462_4o	0.437	0.43	0.43	0.41	0.492	0.166	0.166	0.166	0.166	0.628
R0254TS450_3o__R0254TS110_5o	0.0	0.0	0.0	0.0	0.004	0.002	0.002	0.001	0.001	0.164
R0254TS450_3o__R0254TS462_5o	0.0	0.0	0.0	0.0	0.022	0.002	0.002	0.001	0.001	0.178
R0254TS450_4o__R0254TS167_4o	0.057	0.068	0.114	0.096	0.17	0.086	0.086	0.029	0.029	0.174
R0254TS450_4o__R0254TS189_4o	0.025	0.021	0.035	0.021	0.074	0.023	0.023	0.023	0.023	0.145
R0254TS450_4o__R0254TS450_1o	0.067	0.067	0.124	0.106	0.168	0.094	0.094	0.031	0.032	0.164
R0254TS450_5o__R0254TS450_4o	0.0	0.0	0.0	0.0	0.01	0.002	0.002	0.001	0.001	0.165
R0254TS462_1o__R0254TS110_1o	0.292	0.272	0.272	0.311	0.388	0.127	0.127	0.127	0.127	0.278
R0254TS462_1o__R0254TS294_3o	0.34	0.4	0.4	0.427	0.337	0.127	0.127	0.127	0.127	0.332
R0254TS462_1o__R0254TS462_5o	0.374	0.423	0.423	0.363	0.534	0.197	0.197	0.197	0.197	0.59
R0254TS462_2o__R0254TS241_5o	0.246	0.292	0.292	0.381	0.269	0.093	0.093	0.093	0.093	0.359
R0254TS462_3o__R0254TS110_1o	0.288	0.375	0.375	0.346	0.574	0.133	0.133	0.133	0.133	0.382
R0254TS462_4o__R0254TS189_5o	0.002	0.0	0.0	0.0	0.052	0.002	0.002	0.002	0.002	0.274
R0254TS462_4o__R0254TS241_5o	0.22	0.339	0.339	0.423	0.298	0.101	0.101	0.101	0.101	0.366
R0254TS462_4o__R0254TS262_5o	0.383	0.501	0.501	0.386	0.545	0.182	0.182	0.182	0.182	0.596
R0254TS462_4o__R0254TS450_1o	0.353	0.466	0.466	0.383	0.429	0.19	0.19	0.19	0.19	0.611
R0254TS462_5o__R0254TS110_5o	0.492	0.696	0.696	0.587	0.633	0.349	0.349	0.349	0.349	0.826
R0281TS241_3o__R0281TS294_5o	0.022	0.0	0.0	0.0	0.012	0.004	0.004	0.004	0.004	0.181
R0281TS241_4o__R0281TS262_2o	0.0	0.0	0.0	0.0	0.0	0.001	0.001	0.001	0.001	0.165
R0281TS241_5o__R0281TS241_4o	0.0	0.0	0.0	0.0	0.004	0.003	0.003	0.001	0.001	0.159
R0281TS241_5o__R0281TS262_3o	0.017	0.039	0.069	0.087	0.156	0.073	0.073	0.024	0.025	0.11
R0281TS241_5o__R0281TS272_5o	0.0	0.0	0.0	0.0	0.022	0.001	0.001	0.0	0.0	0.157
R0281TS262_1o__R0281TS272_5o	0.001	0.0	0.0	0.0	0.0	0.002	0.002	0.002	0.002	0.204
R0281TS262_1o__R0281TS481_1o	0.065	0.002	0.002	0.033	0.17	0.023	0.023	0.023	0.023	0.293
R0281TS262_2o__R0281TS294_2o	0.0	0.0	0.0	0.0	0.0	0.001	0.001	0.001	0.001	0.141
R0281TS262_2o__R0281TS481_2o	0.151	0.108	0.108	0.069	0.063	0.251	0.251	0.251	0.251	0.325
R0281TS262_3o__R0281TS272_2o	0.0	0.0	0.0	0.0	0.079	0.001	0.001	0.001	0.001	0.142
R0281TS262_3o__R0281TS286_2o	0.0	0.0	0.0	0.0	0.0	0.001	0.001	0.001	0.001	0.191
R0281TS262_3o__R0281TS286_5o	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.002	0.002	0.209
R0281TS262_4o__R0281TS241_3o	0.0	0.0	0.0	0.0	0.032	0.001	0.001	0.001	0.001	0.251
R0281TS262_5o__R0281TS294_3o	0.0	0.0	0.0	0.0	0.0	0.003	0.003	0.003	0.003	0.155
R0281TS272_2o__R0281TS294_3o	0.0	0.0	0.0	0.0	0.0	0.001	0.001	0.001	0.001	0.237
R0281TS272_5o__R0281TS262_2o	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.002	0.002	0.204
R0281TS286_2o__R0281TS286_3o	0.0	0.0	0.0	0.0	0.0	0.003	0.003	0.003	0.003	0.231
R0281TS286_4o__R0281TS241_4o	0.187	0.122	0.122	0.374	0.225	0.105	0.105	0.105	0.105	0.239
R0281TS286_4o__R0281TS262_4o	0.068	0.028	0.028	0.083	0.209	0.032	0.032	0.032	0.032	0.219
R0281TS286_4o__R0281TS294_3o	0.177	0.126	0.126	0.317	0.198	0.113	0.113	0.113	0.113	0.23
R0281TS294_1o__R0281TS241_5o	0.0	0.0	0.0	0.0	0.015	0.002	0.002	0.002	0.002	0.189
R0281TS294_2o__R0281TS241_3o	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.002	0.002	0.174
R0281TS294_3o__R0281TS294_2o	0.604	0.456	0.456	0.76	0.6	0.252	0.252	0.252	0.252	0.24
R0281TS294_4o__R0281TS286_2o	0.005	0.0	0.0	0.0	0.0	0.002	0.002	0.002	0.002	0.268
R0281TS294_5o__R0281TS294_2o	0.003	0.0	0.0	0.005	0.064	0.005	0.005	0.002	0.002	0.191
R0281TS304_3o__R0281TS262_2o	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.002	0.002	0.183
R0281TS304_3o__R0281TS286_4o	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.002	0.002	0.294
R0281TS304_3o__R0281TS294_1o	0.0	0.0	0.0	0.0	0.0	0.001	0.001	0.001	0.001	0.201
R0281TS304_5o__R0281TS262_4o	0.0	0.0	0.0	0.0	0.0	0.001	0.001	0.001	0.001	0.165
R0281TS304_5o__R0281TS272_2o	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.002	0.002	0.193
R0281TS481_1o__R0281TS262_2o	0.01	0.023	0.023	0.049	0.046	0.011	0.011	0.011	0.011	0.298
R0281TS481_1o__R0281TS272_2o	0.0	0.0	0.0	0.005	0.044	0.003	0.003	0.003	0.003	0.161
R0281TS481_2o__R0281TS272_5o	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.002	0.002	0.134
R0281TS481_2o__R0281TS286_3o	0.192	0.044	0.044	0.381	0.275	0.098	0.098	0.098	0.098	0.176
R0281TS481_4o__R0281TS272_2o	0.001	0.0	0.0	0.0	0.069	0.005	0.005	0.002	0.002	0.087
R0281TS481_4o__R0281TS294_3o	0.0	0.0	0.0	0.0	0.0	0.001	0.001	0.0	0.0	0.088
R0281TS481_5o__R0281TS262_5o	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.251
R0281TS481_5o__R0281TS286_2o	0.0	0.0	0.0	0.0	0.0	0.003	0.003	0.001	0.001	0.139
R0283TS241_1o__R0283TS462_5o	0.0	0.0	0.0	0.0	0.065	0.003	0.003	0.0	0.001	0.127
R0283TS241_4o__R0283TS294_5o	0.158	0.067	0.107	0.204	0.337	0.184	0.184	0.061	0.062	0.162
R0283TS241_5o__R0283TS262_4o	0.008	0.0	0.0	0.016	0.057	0.005	0.005	0.005	0.005	0.177
R0283TS262_2o__R0283TS481_4o	0.115	0.092	0.092	0.145	0.193	0.076	0.091	0.076	0.091	0.408
R0283TS262_3o__R0283TS241_4o	0.009	0.002	0.004	0.012	0.063	0.013	0.013	0.004	0.005	0.11
R0283TS262_4o__R0283TS262_2o	0.0	0.0	0.0	0.0	0.038	0.002	0.002	0.002	0.002	0.203
R0283TS262_4o__R0283TS481_5o	0.018	0.003	0.004	0.006	0.065	0.014	0.011	0.009	0.005	0.1
R0283TS272_2o__R0283TS241_5o	0.0	0.0	0.0	0.0	0.013	0.002	0.002	0.0	0.0	0.072
R0283TS304_2o__R0283TS294_5o	0.002	0.0	0.001	0.0	0.047	0.004	0.004	0.001	0.0	0.068
R0283TS304_5o__R0283TS481_4o	0.026	0.031	0.031	0.049	0.146	0.011	0.017	0.011	0.017	0.358
R0283TS450_1o__R0283TS481_3o	0.0	0.0	0.0	0.0	0.002	0.002	0.002	0.0	0.0	0.055
R0283TS450_2o__R0283TS462_4o	0.0	0.0	0.0	0.0	0.032	0.0	0.0	0.0	0.0	0.07
R0283TS450_3o__R0283TS294_5o	0.002	0.0	0.0	0.0	0.119	0.005	0.005	0.001	0.001	0.069
R0283TS462_2o__R0283TS450_5o	0.0	0.0	0.0	0.0	0.042	0.002	0.002	0.002	0.002	0.252
R0283TS462_2o__R0283TS462_3o	0.325	0.267	0.267	0.466	0.307	0.179	0.179	0.179	0.179	0.403
R0283TS462_2o__R0283TS481_1o	0.0	0.0	0.0	0.0	0.02	0.004	0.004	0.004	0.004	0.236
R0283TS462_3o__R0283TS450_5o	0.0	0.0	0.0	0.0	0.072	0.007	0.007	0.007	0.007	0.25
R0283TS462_4o__R0283TS262_5o	0.023	0.003	0.005	0.021	0.061	0.01	0.01	0.01	0.01	0.203
R0283TS462_5o__R0283TS167_3o	0.0	0.0	0.0	0.0	0.094	0.001	0.001	0.001	0.001	0.196
R0283TS462_5o__R0283TS450_4o	0.0	0.0	0.0	0.0	0.018	0.001	0.001	0.001	0.001	0.18
R0283TS462_5o__R0283TS462_2o	0.165	0.086	0.086	0.321	0.223	0.088	0.088	0.088	0.088	0.31
R0283TS481_3o__R0283TS304_3o	0.027	0.004	0.015	0.054	0.09	0.04	0.04	0.04	0.04	0.168
R0283TS481_5o__R0283TS262_3o	0.014	0.004	0.006	0.006	0.073	0.004	0.004	0.004	0.004	0.158
R0285TS028_1o__R0285TS028_5o	0.0	0.0	0.0	0.0	0.075	0.003	0.003	0.003	0.003	0.385
R0285TS028_2o__R0285TS110_1o	0.0	0.0	0.0	0.0	0.08	0.002	0.002	0.002	0.002	0.359
R0285TS028_2o__R0285TS262_3o	0.0	0.0	0.0	0.0	0.006	0.003	0.003	0.003	0.003	0.333
R0285TS028_2o__R0285TS272_2o	0.0	0.0	0.0	0.0	0.028	0.001	0.001	0.001	0.001	0.312
R0285TS028_2o__R0285TS462_5o	0.306	0.249	0.249	0.34	0.293	0.111	0.111	0.111	0.111	0.699
R0285TS028_2o__R0285TS481_5o	0.125	0.096	0.17	0.141	0.226	0.066	0.066	0.066	0.066	0.507
R0285TS028_3o__R0285TS110_4o	0.148	0.144	0.144	0.243	0.171	0.091	0.091	0.091	0.091	0.387
R0285TS028_3o__R0285TS272_2o	0.0	0.0	0.0	0.0	0.036	0.001	0.001	0.001	0.001	0.339
R0285TS028_3o__R0285TS294_5o	0.0	0.0	0.0	0.0	0.004	0.001	0.001	0.001	0.001	0.297
R0285TS028_5o__R0285TS208_2o	0.041	0.018	0.018	0.047	0.052	0.019	0.019	0.019	0.019	0.372
R0285TS028_5o__R0285TS262_4o	0.04	0.02	0.02	0.009	0.164	0.011	0.011	0.011	0.011	0.464
R0285TS110_1o__R0285TS462_1o	0.0	0.0	0.0	0.0	0.169	0.002	0.002	0.002	0.002	0.416
R0285TS110_2o__R0285TS462_4o	0.081	0.034	0.034	0.016	0.065	0.019	0.019	0.019	0.019	0.435
R0285TS110_3o__R0285TS208_5o	0.0	0.006	0.006	0.007	0.091	0.046	0.046	0.046	0.046	0.351
R0285TS110_3o__R0285TS262_1o	0.03	0.006	0.006	0.0	0.04	0.004	0.004	0.004	0.004	0.317
R0285TS110_4o__R0285TS028_5o	0.0	0.0	0.0	0.0	0.026	0.002	0.002	0.002	0.002	0.305
R0285TS110_4o__R0285TS241_2o	0.105	0.086	0.158	0.114	0.184	0.055	0.055	0.055	0.055	0.442
R0285TS110_4o__R0285TS481_1o	0.0	0.0	0.0	0.0	0.005	0.002	0.002	0.002	0.002	0.336
R0285TS110_5o__R0285TS028_2o	0.152	0.231	0.231	0.221	0.366	0.159	0.159	0.159	0.159	0.76
R0285TS110_5o__R0285TS208_4o	0.0	0.007	0.007	0.007	0.092	0.044	0.044	0.044	0.044	0.357
R0285TS110_5o__R0285TS462_1o	0.005	0.0	0.0	0.0	0.052	0.002	0.002	0.002	0.002	0.341
R0285TS110_5o__R0285TS462_5o	0.159	0.19	0.19	0.258	0.265	0.104	0.104	0.104	0.104	0.669
R0285TS110_5o__R0285TS481_2o	0.011	0.011	0.02	0.007	0.094	0.007	0.007	0.007	0.007	0.537
R0285TS189_1o__R0285TS462_2o	0.279	0.102	0.102	0.227	0.139	0.215	0.215	0.215	0.215	0.58
R0285TS189_2o__R0285TS462_2o	0.032	0.001	0.001	0.063	0.096	0.107	0.107	0.036	0.039	0.296
R0285TS208_1o__R0285TS189_1o	0.0	0.0	0.0	0.0	0.011	0.002	0.002	0.002	0.002	0.354
R0285TS208_1o__R0285TS208_3o	0.0	0.004	0.004	0.007	0.045	0.096	0.096	0.096	0.096	0.369
R0285TS208_1o__R0285TS262_1o	0.074	0.025	0.025	0.01	0.125	0.018	0.018	0.018	0.018	0.381
R0285TS208_1o__R0285TS262_3o	0.0	0.0	0.0	0.0	0.017	0.005	0.005	0.005	0.005	0.36
R0285TS208_2o__R0285TS028_4o	0.09	0.039	0.039	0.09	0.091	0.04	0.04	0.04	0.04	0.434
R0285TS208_3o__R0285TS110_1o	0.001	0.0	0.0	0.0	0.071	0.002	0.002	0.002	0.002	0.378
R0285TS208_3o__R0285TS110_2o	0.0	0.003	0.003	0.002	0.018	0.002	0.002	0.002	0.002	0.326
R0285TS208_3o__R0285TS189_2o	0.064	0.002	0.002	0.004	0.035	0.003	0.003	0.003	0.003	0.338
R0285TS208_3o__R0285TS208_4o	0.08	0.854	0.854	0.857	0.999	0.326	0.326	0.326	0.326	0.692
R0285TS208_3o__R0285TS481_5o	0.007	0.002	0.002	0.003	0.1	0.005	0.005	0.005	0.005	0.364
R0285TS208_4o__R0285TS189_2o	0.002	0.003	0.003	0.004	0.035	0.003	0.003	0.003	0.003	0.334
R0285TS208_5o__R0285TS189_2o	0.0	0.002	0.003	0.005	0.033	0.004	0.004	0.004	0.004	0.366
R0285TS208_5o__R0285TS262_3o	0.0	0.002	0.002	0.002	0.008	0.005	0.005	0.005	0.005	0.358
R0285TS208_5o__R0285TS272_1o	0.0	0.001	0.001	0.006	0.123	0.003	0.003	0.003	0.003	0.339
R0285TS241_2o__R0285TS110_5o	0.102	0.147	0.263	0.182	0.332	0.169	0.169	0.056	0.057	0.365
