input	target_atoms	model_atoms	total_input_atoms	CADscoreLT_global_score	CADscoreLT_remapped_global_score	CADscoreLT_refseq_global_score	CADscoreLT_iface_score	CADscoreLT_remapped_iface_score	CADscoreLT_refseq_iface_score	CADscoreLT_remapped_global_time	ost_ilddt	ost_qs_global	ost_qs_best	ost_ics	ost_ips	ost_dockq_ave	ost_dockq_wave	ost_dockq_ave_full	ost_dockq_wave_full	ost_tm_score
T0238TS163_2o__T0238TS298_2o	5236	5234	10470	0.821036	0.821036	0.821036	0.07467	0.07467	0.07467	0.31	0.088	0.194	0.194	0.126	0.298	0.074	0.074	0.074	0.074	0.408
T0238TS163_3o__T0238TS300_1o	5236	5236	10472	0.775993	0.776122	0.775993	0.588774	0.589299	0.588774	0.32	0.68	0.84	0.84	0.72	0.717	0.311	0.311	0.311	0.311	0.582
T0238TS164_1o__T0238TS262_5o	5236	5234	10470	0.852343	0.852467	0.852343	0.76834	0.76834	0.76834	0.35	0.814	0.933	0.933	0.914	0.862	0.591	0.591	0.591	0.591	0.888
T0238TS164_3o__T0238TS298_4o	5236	5234	10470	0.818988	0.819098	0.818988	0.082469	0.082469	0.082469	0.33	0.094	0.196	0.196	0.144	0.293	0.086	0.086	0.086	0.086	0.464
T0238TS187_1o__T0238TS221_1o	5236	5236	10472	0.858292	0.858292	0.858292	0.703468	0.704616	0.703468	0.31	0.761	0.86	0.86	0.861	0.808	0.453	0.453	0.453	0.453	0.646
T0238TS191_1o__T0238TS286_3o	5234	5236	10470	0.859818	0.863731	0.859818	0.729748	0.742424	0.729748	0.31	0.865	0.935	0.935	0.877	0.861	0.478	0.478	0.478	0.478	0.631
T0238TS219_1o__T0238TS345_4o	10468	5236	15704	0.426981	0.42831	0.426981	0.162706	0.183191	0.162706	0.48	0.171	0.227	0.505	0.312	0.392	0.267	0.267	0.067	0.082	0.324
T0238TS221_2o__T0238TS419_2o	5236	5236	10472	0.89433	0.89433	0.89433	0.821009	0.821009	0.821009	0.31	0.87	0.958	0.958	0.927	0.906	0.69	0.69	0.69	0.69	0.922
T0238TS221_4o__T0238TS312_2o	5236	5236	10472	0.85148	0.85148	0.85148	0.681946	0.681946	0.681946	0.31	0.78	0.897	0.897	0.844	0.818	0.35	0.35	0.35	0.35	0.613
T0238TS241_5o__T0238TS051_2o	7854	5236	13090	0.59331	0.59331	0.59331	0.345117	0.345117	0.345117	0.39	0.333	0.371	0.739	0.472	0.492	0.498	0.498	0.166	0.23	0.546
T0238TS241_5o__T0238TS114_1o	7854	10472	18326	0.72339	0.729049	0.72339	0.19284	0.239572	0.19284	0.62	0.301	0.256	0.37	0.218	0.36	0.146	0.182	0.146	0.182	0.538
T0238TS262_2o__T0238TS059_3o	5234	7851	13085	0.772416	0.772416	0.772416	0.20599	0.20599	0.20599	0.4	0.259	0.207	0.408	0.165	0.361	0.104	0.104	0.104	0.104	0.531
T0238TS262_4o__T0238TS167_5o	5234	31416	36650	0.562363	0.570553	0.562363	0.007994	0.110578	0.007994	2.57	0.147	0.012	0.192	0.01	0.044	0.057	0.057	0.057	0.057	0.365
T0238TS264_3o__T0238TS221_3o	5236	5236	10472	0.86014	0.86014	0.86014	0.796744	0.796864	0.796744	0.3	0.836	0.945	0.945	0.941	0.935	0.403	0.403	0.403	0.403	0.638
T0238TS264_4o__T0238TS312_3o	5236	5236	10472	1	1	1	1	1	1	0.31	1	1	1	1	1	1	1	1	1	1
T0238TS272_2o__T0238TS284_3o	5234	5236	10470	0.793622	0.793667	0.793622	0.625611	0.630673	0.625611	0.3	0.684	0.881	0.881	0.796	0.785	0.368	0.368	0.368	0.368	0.639
T0238TS272_3o__T0238TS337_4o	10468	5236	15704	0.353223	0.353299	0.353223	0.112181	0.115965	0.112181	0.48	0.104	0.167	0.357	0.209	0.242	0.142	0.142	0.024	0.053	0.266
T0238TS274_3o__T0238TS375_5o	5223	5236	10459	0.820441	0.824431	0.820441	0.692776	0.732036	0.692776	0.32	0.82	0.93	0.93	0.877	0.842	0.402	0.402	0.402	0.402	0.631
T0238TS284_1o__T0238TS272_5o	5236	5234	10470	0.505599	0.505599	0.505599	0	0	0	0.3	0	0	0	0	0.108	0.008	0.008	0.008	0.008	0.233
T0238TS284_2o__T0238TS139_1o	5236	7851	13087	0.742962	0.74699	0.742962	0.179842	0.200681	0.179842	0.4	0.253	0.213	0.4	0.192	0.377	0.109	0.109	0.109	0.109	0.457
T0238TS284_2o__T0238TS475_2o	5236	5236	10472	0.928251	0.928677	0.928251	0.890911	0.890911	0.890911	0.32	0.926	0.867	0.867	0.889	0.826	0.414	0.414	0.414	0.414	0.651
T0238TS284_4o__T0238TS311_1o	5236	5236	10472	0.889588	0.889588	0.889588	0.814239	0.814239	0.814239	0.33	0.882	0.96	0.96	0.953	0.918	0.524	0.524	0.524	0.524	0.622
T0238TS286_1o__T0238TS028_5o	5236	5236	10472	0.858513	0.858797	0.858513	0.735703	0.736433	0.735703	0.31	0.812	0.935	0.935	0.864	0.889	0.565	0.565	0.565	0.565	0.843
T0238TS286_1o__T0238TS331_1o	5236	5236	10472	0.850417	0.850417	0.850417	0.752513	0.752513	0.752513	0.37	0.817	0.867	0.867	0.803	0.768	0.354	0.354	0.354	0.354	0.634
T0238TS286_4o__T0238TS375_5o	5236	5236	10472	0.669661	0.669661	0.669661	0.233461	0.233461	0.233461	0.31	0.363	0.41	0.41	0.329	0.469	0.143	0.143	0.143	0.143	0.428
T0238TS294_2o__T0238TS475_1o	5236	5236	10472	0.903435	0.903435	0.903435	0.858369	0.858369	0.858369	0.32	0.893	0.962	0.962	0.934	0.879	0.463	0.463	0.463	0.463	0.668
T0238TS294_3o__T0238TS264_4o	5236	5236	10472	0.882465	0.882872	0.882465	0.804433	0.80618	0.804433	0.31	0.888	0.933	0.933	0.889	0.858	0.39	0.39	0.39	0.39	0.623
T0238TS294_4o__T0238TS208_3o	5236	5236	10472	0.914277	0.914277	0.914277	0.86796	0.86815	0.86796	0.33	0.941	0.977	0.977	0.969	0.943	0.565	0.565	0.565	0.565	0.854
T0238TS294_5o__T0238TS272_2o	5236	5234	10470	0.787551	0.787551	0.787551	0.621712	0.621712	0.621712	0.31	0.671	0.877	0.877	0.771	0.762	0.344	0.344	0.344	0.344	0.632
T0238TS298_5o__T0238TS122_4o	5234	5236	10470	0.845069	0.845435	0.845069	0.145233	0.145233	0.145233	0.32	0.245	0.254	0.254	0.19	0.28	0.106	0.106	0.106	0.106	0.414
T0238TS300_1o__T0238TS425_5o	5236	5236	10472	0.76735	0.767388	0.76735	0.610204	0.610259	0.610204	0.31	0.676	0.839	0.839	0.729	0.73	0.403	0.403	0.403	0.403	0.574
T0238TS300_2o__T0238TS301_5o	5236	5236	10472	0.771925	0.771925	0.771925	0.574895	0.574895	0.574895	0.32	0.638	0.826	0.826	0.678	0.656	0.356	0.356	0.356	0.356	0.494
T0238TS300_4o__T0238TS148_4o	5236	5236	10472	0.767103	0.770156	0.767103	0.58975	0.603912	0.58975	0.32	0.677	0.817	0.817	0.708	0.711	0.403	0.403	0.403	0.403	0.641
T0238TS300_4o__T0238TS221_4o	5236	5236	10472	0.754287	0.754287	0.754287	0.605087	0.605087	0.605087	0.31	0.664	0.818	0.818	0.699	0.682	0.366	0.366	0.366	0.366	0.606
T0238TS300_4o__T0238TS298_5o	5236	5234	10470	0.732526	0.732526	0.732526	0.106591	0.106591	0.106591	0.31	0.123	0.258	0.258	0.19	0.301	0.085	0.085	0.085	0.085	0.471
T0238TS301_1o__T0238TS221_1o	5236	5236	10472	0.884036	0.884839	0.884036	0.84582	0.84582	0.84582	0.32	0.902	0.964	0.964	0.938	0.899	0.681	0.681	0.681	0.681	0.924
T0238TS311_2o__T0238TS294_5o	5236	5236	10472	0.883644	0.883768	0.883644	0.76639	0.766862	0.76639	0.31	0.831	0.908	0.908	0.862	0.843	0.374	0.374	0.374	0.374	0.598
T0238TS312_1o__T0238TS419_3o	5236	5236	10472	0.846641	0.846641	0.846641	0.728997	0.729331	0.728997	0.31	0.807	0.929	0.929	0.841	0.842	0.343	0.343	0.343	0.343	0.629
T0238TS319_4o__T0238TS191_1o	5236	5234	10470	0.848118	0.848118	0.848118	0.669718	0.669718	0.669718	0.31	0.563	0.878	0.878	0.812	0.77	0.315	0.315	0.315	0.315	0.667
T0238TS322_1o__T0238TS241_1o	5234	5236	10470	0.851389	0.851389	0.851389	0.738202	0.741	0.738202	0.33	0.743	0.885	0.885	0.896	0.853	0.377	0.377	0.377	0.377	0.612
T0238TS322_3o__T0238TS221_4o	5234	5236	10470	0.863012	0.863012	0.863012	0.77394	0.77394	0.77394	0.32	0.864	0.923	0.923	0.895	0.863	0.442	0.442	0.442	0.442	0.632
T0238TS322_4o__T0238TS462_1o	5234	5236	10470	0.828792	0.829072	0.828792	0.435038	0.435674	0.435038	0.33	0.463	0.405	0.405	0.59	0.547	0.192	0.192	0.192	0.192	0.442
T0238TS322_5o__T0238TS294_3o	10468	5236	15704	0.433976	0.435513	0.433976	0.16682	0.191034	0.16682	0.5	0.179	0.22	0.494	0.308	0.393	0.264	0.264	0.066	0.081	0.318
T0238TS322_5o__T0238TS375_3o	10468	5236	15704	0.423597	0.426501	0.423597	0.133883	0.184761	0.133883	0.49	0.177	0.228	0.494	0.31	0.386	0.282	0.282	0.07	0.086	0.303
T0238TS331_2o__T0238TS139_4o	5236	7851	13087	0.69898	0.708879	0.69898	0.166111	0.184788	0.166111	0.4	0.202	0.205	0.376	0.182	0.303	0.075	0.075	0.075	0.075	0.376
T0238TS337_2o__T0238TS322_4o	5236	5234	10470	0.761557	0.761557	0.761557	0.611179	0.611179	0.611179	0.33	0.647	0.827	0.827	0.721	0.709	0.421	0.421	0.421	0.421	0.679
T0238TS375_1o__T0238TS219_1o	5236	10468	15704	0.845728	0.852068	0.845728	0.312831	0.445135	0.312831	0.53	0.422	0.224	0.496	0.308	0.393	0.185	0.185	0.185	0.185	0.592
T0238TS380_2o__T0238TS051_5o	5236	5236	10472	0.899188	0.899384	0.899188	0.835618	0.835618	0.835618	0.32	0.88	0.959	0.959	0.935	0.908	0.458	0.458	0.458	0.458	0.79
T0238TS380_2o__T0238TS284_4o	5236	5236	10472	0.913139	0.913264	0.913139	0.874802	0.875282	0.874802	0.31	0.927	0.932	0.932	0.94	0.893	0.418	0.418	0.418	0.418	0.646
T0238TS380_2o__T0238TS298_5o	5236	5234	10470	0.830597	0.830597	0.830597	0.091726	0.091726	0.091726	0.32	0.122	0.254	0.254	0.184	0.292	0.075	0.075	0.075	0.075	0.48
T0238TS380_2o__T0238TS419_5o	5236	5236	10472	0.854178	0.854317	0.854178	0.774241	0.774241	0.774241	0.3	0.853	0.89	0.89	0.905	0.838	0.389	0.389	0.389	0.389	0.623
T0238TS388_1o__T0238TS221_4o	7851	5236	13087	0.492419	0.492852	0.492419	0.102925	0.10349	0.102925	0.4	0.113	0.197	0.389	0.148	0.362	0.145	0.145	0.048	0.048	0.239
T0238TS388_2o__T0238TS110_1o	7851	5236	13087	0.5229	0.523108	0.5229	0.093306	0.095456	0.093306	0.41	0.099	0.172	0.33	0.135	0.321	0.113	0.113	0.038	0.037	0.251
T0238TS388_2o__T0238TS468_5o	7851	5234	13085	0.527574	0.528243	0.527574	0.117287	0.120202	0.117287	0.44	0.12	0.216	0.444	0.165	0.368	0.162	0.162	0.054	0.054	0.358
T0238TS388_3o__T0238TS425_4o	7851	5236	13087	0.501763	0.502637	0.501763	0.108749	0.109909	0.108749	0.4	0.116	0.198	0.386	0.146	0.341	0.135	0.135	0.045	0.047	0.417
T0238TS388_4o__T0238TS298_4o	7851	5234	13085	0.456791	0.456939	0.456791	0.024759	0.025301	0.024759	0.4	0.019	0.069	0.106	0.044	0.249	0.052	0.052	0.017	0.018	0.265
T0238TS393_1o__T0238TS380_1o	5236	5236	10472	0.876076	0.876212	0.876076	0.664271	0.66457	0.664271	0.32	0.701	0.848	0.848	0.826	0.748	0.373	0.373	0.373	0.373	0.638
T0238TS393_3o__T0238TS397_2o	5236	5236	10472	0.871992	0.871992	0.871992	0.75153	0.75153	0.75153	0.32	0.825	0.937	0.937	0.833	0.795	0.675	0.675	0.675	0.675	0.622
T0238TS393_6o__T0238TS300_1o	5236	5236	10472	0.762087	0.766504	0.762087	0.530789	0.544467	0.530789	0.31	0.64	0.821	0.821	0.719	0.715	0.335	0.335	0.335	0.335	0.626
T0238TS397_1o__T0238TS475_1o	5236	5236	10472	0.94899	0.94899	0.94899	0.922222	0.92262	0.922222	0.31	0.958	0.981	0.981	0.952	0.909	0.826	0.826	0.826	0.826	0.979
T0238TS423_1o__T0238TS425_3o	5234	5236	10470	0.922077	0.92223	0.922077	0.88086	0.883224	0.88086	0.31	0.935	0.952	0.952	0.946	0.92	0.44	0.44	0.44	0.44	0.652
T0238TS423_4o__T0238TS122_4o	5234	5236	10470	0.88176	0.883011	0.88176	0.79699	0.803237	0.79699	0.31	0.869	0.928	0.928	0.89	0.864	0.487	0.487	0.487	0.487	0.622
T0238TS425_2o__T0238TS167_5o	5236	31416	36652	0.556335	0.56507	0.556335	0.007929	0.114014	0.007929	2.54	0.14	0.011	0.189	0.011	0.044	0.058	0.058	0.058	0.058	0.37
T0238TS425_3o__T0238TS298_2o	5236	5234	10470	0.829015	0.836191	0.829015	0.073019	0.074447	0.073019	0.33	0.079	0.168	0.168	0.128	0.294	0.098	0.098	0.098	0.098	0.608
T0238TS425_4o__T0238TS419_4o	5236	5236	10472	0.782096	0.782096	0.782096	0.531636	0.532057	0.531636	0.31	0.6	0.764	0.764	0.658	0.731	0.28	0.28	0.28	0.28	0.562
T0238TS450_3o__T0238TS294_4o	5236	5236	10472	0.89014	0.890306	0.89014	0.788914	0.788914	0.788914	0.37	0.851	0.951	0.951	0.86	0.81	0.595	0.595	0.595	0.595	0.868
T0238TS450_4o__T0238TS015_1o	7854	5236	13090	0.444448	0.444605	0.444448	0.078982	0.078982	0.078982	0.42	0.093	0.157	0.271	0.145	0.36	0.168	0.168	0.056	0.057	0.353
T0238TS450_4o__T0238TS221_2o	7854	5236	13090	0.434584	0.434673	0.434584	0.063468	0.063468	0.063468	0.41	0.088	0.153	0.265	0.131	0.333	0.164	0.164	0.055	0.056	0.376
T0238TS450_4o__T0238TS380_2o	7854	5236	13090	0.442217	0.442227	0.442217	0.079966	0.079966	0.079966	0.48	0.094	0.16	0.276	0.142	0.348	0.172	0.172	0.057	0.058	0.39
T0238TS456_1o__T0238TS014_2o	5234	5236	10470	0.849861	0.8502	0.849861	0.816733	0.823708	0.816733	0.31	0.89	0.916	0.916	0.904	0.824	0.434	0.434	0.434	0.434	0.655
T0238TS475_1o__T0238TS311_1o	5236	5236	10472	0.903089	0.903089	0.903089	0.835238	0.835325	0.835238	0.31	0.87	0.931	0.931	0.922	0.876	0.405	0.405	0.405	0.405	0.643
T0238TS475_2o__T0238TS015_1o	5236	5236	10472	0.885067	0.885067	0.885067	0.740121	0.740828	0.740121	0.32	0.761	0.863	0.863	0.854	0.794	0.376	0.376	0.376	0.376	0.657
T0240TS014_1o__T0240TS450_5o	9520	14280	23800	0.793077	0.832945	0.793077	0.106803	0.702403	0.106803	0.75	0.787	0.239	0.674	0.338	0.311	0.325	0.325	0.325	0.325	0.483
T0240TS014_4o__T0240TS312_4o	9520	14280	23800	0.816022	0.816398	0.816022	0.678614	0.680903	0.678614	0.8	0.744	0.245	0.701	0.334	0.315	0.327	0.327	0.327	0.327	0.471
T0240TS028_1o__T0240TS393_2o	14280	14280	28560	0.845364	0.84538	0.845364	0.683158	0.683158	0.683158	0.98	0.74	0.688	0.688	0.731	0.759	0.319	0.319	0.319	0.319	0.479
T0240TS051_1o__T0240TS015_3o	14280	14280	28560	0.731122	0.799095	0.731122	0.080588	0.598423	0.080588	0.92	0.767	0.738	0.738	0.769	0.826	0.279	0.279	0.279	0.279	0.55
T0240TS052_1o__T0240TS304_1o	14280	14280	28560	0.832508	0.832654	0.832508	0.613953	0.613953	0.613953	0.97	0.748	0.742	0.742	0.754	0.801	0.326	0.326	0.326	0.326	0.706
T0240TS052_2o__T0240TS337_1o	13653	9520	23173	0.452624	0.453834	0.452624	0.020059	0.0227	0.020059	0.75	0.047	0.063	0.127	0.034	0.195	0.024	0.024	0.008	0.008	0.188
T0240TS059_2o__T0240TS075_3o	14277	14280	28557	0.79472	0.794753	0.79472	0.580459	0.581623	0.580459	0.92	0.663	0.649	0.649	0.659	0.752	0.297	0.297	0.297	0.297	0.518
T0240TS059_3o__T0240TS075_5o	14277	14280	28557	0.705239	0.705435	0.705239	0.390375	0.391623	0.390375	1	0.401	0.391	0.391	0.435	0.724	0.228	0.228	0.228	0.228	0.427
T0240TS075_1o__T0240TS147_3o	14280	14280	28560	0.809191	0.809403	0.809191	0.621124	0.621124	0.621124	0.93	0.779	0.774	0.774	0.778	0.839	0.277	0.277	0.277	0.277	0.528
T0240TS075_1o__T0240TS450_3o	14280	23800	38080	0.741234	0.755411	0.741234	0.115792	0.224381	0.115792	1.71	0.254	0.182	0.307	0.197	0.442	0.096	0.096	0.096	0.096	0.341
T0240TS075_2o__T0240TS304_2o	14280	14280	28560	0.794267	0.832385	0.794267	0.243594	0.521642	0.243594	1.03	0.585	0.607	0.607	0.66	0.85	0.238	0.238	0.238	0.238	0.628
T0240TS075_5o__T0240TS322_2o	14280	14277	28557	0.692899	0.721402	0.692899	0.095785	0.273411	0.095785	0.97	0.556	0.318	0.318	0.309	0.722	0.085	0.085	0.085	0.085	0.41
T0240TS110_1o__T0240TS261_2o	14280	14277	28557	0.721424	0.721424	0.721424	0.391417	0.391753	0.391417	0.88	0.415	0.442	0.442	0.515	0.701	0.173	0.173	0.173	0.173	0.355
T0240TS110_2o__T0240TS059_5o	14280	14277	28557	0.780488	0.780488	0.780488	0.580926	0.580926	0.580926	0.93	0.681	0.697	0.697	0.71	0.849	0.266	0.266	0.266	0.266	0.409
T0240TS110_3o__T0240TS015_1o	14280	14280	28560	0.875287	0.876777	0.875287	0.645187	0.645187	0.645187	0.92	0.68	0.706	0.706	0.766	0.851	0.275	0.275	0.275	0.275	0.537
T0240TS110_3o__T0240TS221_1o	14280	14280	28560	0.783899	0.807601	0.783899	0.31051	0.495357	0.31051	0.9	0.582	0.586	0.586	0.571	0.84	0.216	0.216	0.216	0.216	0.541
T0240TS110_3o__T0240TS286_2o	14280	14280	28560	0.791563	0.801642	0.791563	0.349346	0.425979	0.349346	0.94	0.539	0.531	0.531	0.485	0.835	0.185	0.185	0.185	0.185	0.513
T0240TS110_4o__T0240TS393_5o	14280	14280	28560	0.819334	0.819365	0.819334	0.647858	0.647858	0.647858	0.94	0.679	0.736	0.736	0.742	0.799	0.307	0.307	0.307	0.307	0.583
T0240TS114_2o__T0240TS163_4o	9520	14280	23800	0.741052	0.741437	0.741052	0.11932	0.119441	0.11932	0.73	0.168	0.111	0.244	0.074	0.248	0.063	0.063	0.063	0.063	0.225
T0240TS139_2o__T0240TS028_3o	14277	14280	28557	0.74231	0.742488	0.74231	0.413604	0.414007	0.413604	0.9	0.479	0.489	0.489	0.504	0.781	0.201	0.201	0.201	0.201	0.468
T0240TS139_2o__T0240TS208_5o	14277	19040	33317	0.706127	0.713507	0.706127	0.26683	0.315162	0.26683	1.21	0.329	0.293	0.481	0.298	0.549	0.159	0.161	0.159	0.161	0.429
T0240TS139_2o__T0240TS337_5o	14277	9520	23797	0.420647	0.420687	0.420647	0.019172	0.019172	0.019172	0.73	0.041	0.061	0.13	0.032	0.179	0.022	0.022	0.007	0.008	0.152
T0240TS139_4o__T0240TS015_5o	14277	14280	28557	0.705309	0.739291	0.705309	0.167969	0.43207	0.167969	0.9	0.538	0.557	0.557	0.546	0.79	0.23	0.23	0.23	0.23	0.451
T0240TS147_3o__T0240TS262_2o	14280	14277	28557	0.816367	0.816367	0.816367	0.689767	0.689819	0.689767	0.9	0.767	0.79	0.79	0.799	0.86	0.309	0.309	0.309	0.309	0.538
T0240TS147_4o__T0240TS301_4o	14280	14280	28560	0.820321	0.82043	0.820321	0.540745	0.54081	0.540745	0.94	0.638	0.511	0.511	0.552	0.763	0.255	0.255	0.255	0.255	0.488
T0240TS147_5o__T0240TS274_5o	14280	14277	28557	0.813779	0.813779	0.813779	0.550563	0.550563	0.550563	0.94	0.587	0.57	0.57	0.641	0.776	0.254	0.254	0.254	0.254	0.476
T0240TS148_2o__T0240TS167_4o	14280	19040	33320	0.37888	0.381595	0.37888	0.003984	0.004538	0.003984	1.15	0.015	0.02	0.023	0.007	0.08	0.003	0.003	0.003	0.003	0.193
T0240TS148_5o__T0240TS331_2o	14280	14280	28560	0.754931	0.832699	0.754931	0.088747	0.67979	0.088747	0.94	0.837	0.695	0.695	0.756	0.784	0.317	0.317	0.317	0.317	0.613
T0240TS163_3o__T0240TS221_3o	14280	14280	28560	0.770275	0.820625	0.770275	0.197693	0.615065	0.197693	0.91	0.654	0.66	0.66	0.703	0.811	0.271	0.271	0.271	0.271	0.57
T0240TS163_5o__T0240TS148_1o	14280	14280	28560	0.766903	0.766903	0.766903	0.400039	0.400039	0.400039	0.94	0.462	0.404	0.404	0.428	0.729	0.194	0.189	0.194	0.189	0.571
T0240TS164_2o__T0240TS393_6o	14280	14280	28560	0.789509	0.801216	0.789509	0.345268	0.44221	0.345268	0.93	0.549	0.458	0.458	0.429	0.775	0.218	0.218	0.218	0.218	0.59
T0240TS164_4o__T0240TS264_3o	14280	14280	28560	0.787336	0.787563	0.787336	0.520947	0.521414	0.520947	0.95	0.628	0.575	0.575	0.601	0.823	0.262	0.262	0.262	0.262	0.507
T0240TS164_5o__T0240TS312_1o	14280	14280	28560	0.772833	0.783693	0.772833	0.33128	0.421117	0.33128	0.94	0.568	0.445	0.445	0.407	0.746	0.224	0.224	0.224	0.224	0.626
T0240TS164_5o__T0240TS323_1o	14280	19040	33320	0.733521	0.741305	0.733521	0.172138	0.224012	0.172138	1.21	0.246	0.229	0.35	0.236	0.542	0.124	0.126	0.124	0.126	0.514
T0240TS167_3o__T0240TS110_5o	23800	14280	38080	0.431291	0.437202	0.431291	0.047375	0.09391	0.047375	1.52	0.121	0.149	0.251	0.163	0.456	0.103	0.1	0.031	0.044	0.237
T0240TS167_4o__T0240TS163_1o	19040	14280	33320	0.345836	0.348409	0.345836	0	0.008925	0	1.09	0.015	0.011	0.013	0.005	0.065	0.005	0.006	0.002	0.003	0.138
T0240TS167_4o__T0240TS284_3o	19040	14280	33320	0.34223	0.344122	0.34223	0.00421	0.008296	0.00421	1.16	0.016	0.009	0.01	0.004	0.06	0.005	0.006	0.002	0.003	0.118
T0240TS167_5o__T0240TS208_4o	14280	19040	33320	0.785542	0.797577	0.785542	0.254159	0.325615	0.254159	1.25	0.353	0.343	0.521	0.369	0.573	0.18	0.18	0.18	0.18	0.514
T0240TS167_5o__T0240TS272_3o	14280	14277	28557	0.794536	0.879328	0.794536	0.084905	0.660895	0.084905	0.94	0.735	0.799	0.799	0.802	0.829	0.388	0.388	0.388	0.388	0.796
T0240TS191_2o__T0240TS191_1o	19036	14277	33313	0.577595	0.586362	0.577595	0.136319	0.205674	0.136319	1.2	0.242	0.269	0.391	0.258	0.591	0.184	0.191	0.092	0.097	0.419
T0240TS196_2o__T0240TS028_4o	14280	14280	28560	0.846844	0.846844	0.846844	0.553507	0.553788	0.553507	0.91	0.602	0.597	0.597	0.67	0.869	0.24	0.24	0.24	0.24	0.571
T0240TS196_2o__T0240TS147_1o	14280	14280	28560	0.861482	0.862106	0.861482	0.706998	0.706998	0.706998	0.91	0.806	0.85	0.85	0.842	0.864	0.35	0.35	0.35	0.35	0.7
T0240TS208_2o__T0240TS274_3o	19040	14277	33317	0.551623	0.552289	0.551623	0.227772	0.229085	0.227772	1.23	0.271	0.31	0.486	0.327	0.546	0.207	0.239	0.104	0.12	0.487
T0240TS221_2o__T0240TS456_4o	14280	13653	27933	0.77233	0.77233	0.77233	0.402169	0.402169	0.402169	0.88	0.453	0.512	0.532	0.504	0.855	0.188	0.188	0.188	0.188	0.552
T0240TS221_3o__T0240TS221_2o	14280	14280	28560	0.834851	0.845185	0.834851	0.378319	0.446576	0.378319	0.9	0.465	0.47	0.47	0.496	0.814	0.189	0.189	0.189	0.189	0.535
T0240TS241_5o__T0240TS294_4o	14280	14280	28560	0.799335	0.799671	0.799335	0.393544	0.394014	0.393544	0.92	0.476	0.447	0.447	0.424	0.81	0.167	0.166	0.167	0.166	0.596
T0240TS241_5o__T0240TS304_5o	14280	14280	28560	0.824492	0.824511	0.824492	0.519144	0.519893	0.519144	0.97	0.692	0.552	0.552	0.571	0.82	0.24	0.24	0.24	0.24	0.525
T0240TS261_2o__T0240TS312_3o	14277	14280	28557	0.68702	0.714437	0.68702	0.152652	0.375675	0.152652	0.92	0.428	0.411	0.411	0.486	0.725	0.187	0.187	0.187	0.187	0.344
T0240TS264_2o__T0240TS375_2o	14280	19040	33320	0.765664	0.775665	0.765664	0.248977	0.315596	0.248977	1.25	0.378	0.295	0.45	0.336	0.577	0.137	0.137	0.137	0.137	0.4
T0240TS264_5o__T0240TS456_5o	14280	14280	28560	0.839128	0.839128	0.839128	0.641237	0.641237	0.641237	1	0.772	0.817	0.817	0.789	0.82	0.332	0.332	0.332	0.332	0.66
T0240TS272_3o__T0240TS051_2o	14277	14280	28557	0.799327	0.841413	0.799327	0.193565	0.498667	0.193565	0.95	0.601	0.527	0.527	0.604	0.876	0.223	0.223	0.223	0.223	0.611
T0240TS274_3o__T0240TS300_3o	14277	9520	23797	0.434971	0.436179	0.434971	0.013943	0.014188	0.013943	0.76	0.029	0.054	0.128	0.037	0.17	0.024	0.024	0.008	0.008	0.147
T0240TS286_1o__T0240TS075_2o	14280	14280	28560	0.767543	0.781018	0.767543	0.295016	0.40005	0.295016	0.93	0.371	0.441	0.441	0.34	0.825	0.199	0.199	0.199	0.199	0.637
T0240TS286_1o__T0240TS331_2o	14280	14280	28560	0.739708	0.786956	0.739708	0.14695	0.519215	0.14695	0.94	0.58	0.49	0.49	0.55	0.721	0.253	0.253	0.253	0.253	0.545
T0240TS286_2o__T0240TS311_2o	14280	9520	23800	0.500333	0.500333	0.500333	0.134394	0.13633	0.134394	0.7	0.18	0.223	0.576	0.262	0.329	0.184	0.184	0.061	0.063	0.34
T0240TS286_4o__T0240TS274_4o	14280	14277	28557	0.739717	0.751239	0.739717	0.267592	0.358982	0.267592	0.94	0.42	0.413	0.413	0.423	0.762	0.159	0.159	0.159	0.159	0.437
T0240TS294_2o__T0240TS015_3o	14280	14280	28560	0.730746	0.80142	0.730746	0.085784	0.618163	0.085784	0.94	0.794	0.774	0.774	0.776	0.831	0.298	0.298	0.298	0.298	0.7
T0240TS294_5o__T0240TS114_3o	14280	9520	23800	0.457808	0.459321	0.457808	0.032858	0.034228	0.032858	0.74	0.06	0.098	0.206	0.068	0.274	0.045	0.045	0.015	0.015	0.18
T0240TS294_5o__T0240TS319_2o	14280	14280	28560	0.788644	0.79131	0.788644	0.387624	0.408368	0.387624	0.95	0.474	0.445	0.445	0.448	0.746	0.202	0.202	0.202	0.202	0.503
T0240TS298_3o__T0240TS164_4o	14280	14280	28560	0.777041	0.777041	0.777041	0.460517	0.460517	0.460517	0.94	0.582	0.533	0.533	0.571	0.824	0.183	0.182	0.183	0.182	0.379
T0240TS298_5o__T0240TS298_4o	14280	14280	28560	0.817156	0.817156	0.817156	0.386155	0.386155	0.386155	0.96	0.471	0.45	0.45	0.452	0.845	0.184	0.184	0.184	0.184	0.774
T0240TS300_2o__T0240TS304_5o	9520	14280	23800	0.673662	0.674462	0.673662	0.056736	0.069951	0.056736	0.78	0.085	0.069	0.151	0.038	0.224	0.035	0.035	0.035	0.035	0.225
