model	rmsd
model_3jvr_732.cif	0.91
model_3jvr_739.cif	2.63
model_3jvr_740.cif	3.65
model_3jvr_742.cif	2.40
model_3jvr_750.cif	6.83
model_3jvr_752.cif	6.85
model_3jvr_755.cif	0.47
model_3jvr_782.cif	1.26
model_3jvr_79.cif	9.18
model_3jvr_8.cif	8.59
model_3jvr_814.cif	1.69
model_3jvr_819.cif	1.51
model_3jvr_82.cif	8.34
model_3jvr_822.cif	4.68
model_3jvr_826.cif	7.07
model_3jvr_827.cif	6.17
model_3jvr_828.cif	7.30
model_3jvr_831.cif	7.76
model_3jvr_836.cif	3.65
model_3jvr_870.cif	0.60
model_3jvr_884.cif	0.88
model_3jvr_890.cif	0.74
model_3jvr_893.cif	0.68
model_3jvr_923.cif	0.71
model_3jvr_932.cif	5.27
model_3jvr_99.cif	8.03
model_3jvr_ligand.cif	0.00
model_3jvs_206.cif	2.85
model_3jvs_226.cif	3.10
model_3jvs_229.cif	3.00
model_3jvs_234.cif	7.00
model_3jvs_235.cif	3.06
model_3jvs_246.cif	3.38
model_3jvs_253.cif	2.63
model_3jvs_269.cif	7.06
model_3jvs_275.cif	4.67
model_3jvs_299.cif	7.56
model_3jvs_377.cif	9.00
model_3jvs_405.cif	1.69
model_3jvs_411.cif	1.96
model_3jvs_419.cif	3.10
model_3jvs_424.cif	2.60
model_3jvs_426.cif	4.54
model_3jvs_435.cif	2.38
model_3jvs_441.cif	3.25
model_3jvs_443.cif	7.63
model_3jvs_449.cif	1.87
model_3jvs_454.cif	4.28
model_3jvs_467.cif	4.56
model_3jvs_469.cif	7.46
model_3jvs_483.cif	2.17
model_3jvs_489.cif	6.84
model_3jvs_490.cif	7.80
model_3jvs_492.cif	5.32
model_3jvs_502.cif	1.75
model_3jvs_513.cif	1.55
model_3jvs_524.cif	2.36
model_3jvs_546.cif	6.20
model_3jvs_555.cif	3.12
model_3jvs_56.cif	8.41
model_3jvs_583.cif	4.19
model_3jvs_587.cif	4.62
model_3jvs_593.cif	6.58
model_3jvs_613.cif	8.09
model_3jvs_614.cif	1.61
model_3jvs_616.cif	1.98
model_3jvs_617.cif	4.69
model_3jvs_623.cif	5.61
model_3jvs_626.cif	5.20
model_3jvs_640.cif	6.86
model_3jvs_642.cif	5.58
model_3jvs_651.cif	5.92
model_3jvs_658.cif	8.67
model_3jvs_666.cif	7.06
model_3jvs_680.cif	6.66
model_3jvs_688.cif	7.41
model_3jvs_694.cif	3.54
model_3jvs_698.cif	8.62
model_3jvs_703.cif	1.45
model_3jvs_707.cif	2.87
model_3jvs_740.cif	9.13
model_3jvs_742.cif	9.32
model_3jvs_758.cif	8.87
model_3jvs_762.cif	8.84
model_3jvs_769.cif	9.81
model_3jvs_785.cif	3.40
model_3jvs_800.cif	6.99
model_3jvs_804.cif	5.10
model_3jvs_806.cif	3.06
model_3jvs_812.cif	7.05
model_3jvs_815.cif	4.96
model_3jvs_817.cif	9.83
model_3jvs_82.cif	7.28
model_3jvs_822.cif	5.11
model_3jvs_824.cif	9.61
model_3jvs_830.cif	6.51
model_3jvs_831.cif	9.96
model_3jvs_832.cif	4.17
model_3jvs_838.cif	8.63
model_3jvs_840.cif	7.14
model_3jvs_846.cif	9.05
model_3jvs_847.cif	9.92
model_3jvs_856.cif	4.80
model_3jvs_860.cif	9.09
model_3jvs_867.cif	8.95
model_3jvs_868.cif	9.99
model_3jvs_869.cif	8.63
model_3jvs_884.cif	0.98
model_3jvs_895.cif	1.84
model_3jvs_897.cif	0.84
model_3jvs_9.cif	6.89
model_3jvs_904.cif	1.30
model_3jvs_916.cif	2.12
model_3jvs_957.cif	2.47
model_3jvs_963.cif	6.82
model_3jvs_973.cif	3.24
model_3jvs_ligand.cif	0.00
model_3jya_125.cif	0.99
model_3jya_179.cif	0.94
model_3jya_20.cif	1.00
model_3jya_238.cif	0.60
model_3jya_285.cif	0.98
model_3jya_315.cif	0.83
model_3jya_324.cif	1.22
model_3jya_402.cif	3.78
model_3jya_403.cif	4.25
model_3jya_405.cif	2.10
model_3jya_408.cif	2.27
model_3jya_413.cif	1.38
model_3jya_418.cif	3.11
model_3jya_420.cif	1.00
model_3jya_425.cif	2.99
model_3jya_428.cif	2.02
model_3jya_435.cif	4.12
model_3jya_440.cif	1.44
model_3jya_449.cif	0.99
model_3jya_455.cif	3.67
model_3jya_457.cif	1.58
model_3jya_459.cif	1.42
model_3jya_469.cif	2.77
model_3jya_470.cif	3.86
model_3jya_471.cif	1.04
model_3jya_472.cif	2.09
model_3jya_475.cif	3.12
model_3jya_481.cif	2.44
model_3jya_490.cif	0.85
model_3jya_494.cif	3.85
model_3jya_506.cif	4.35
model_3jya_508.cif	1.19
model_3jya_518.cif	4.20
model_3jya_531.cif	4.67
model_3jya_538.cif	2.07
model_3jya_544.cif	0.57
model_3jya_553.cif	1.80
model_3jya_570.cif	5.03
model_3jya_572.cif	3.68
model_3jya_584.cif	3.39
model_3jya_594.cif	3.84
model_3jya_647.cif	5.13
model_3jya_649.cif	2.69
model_3jya_690.cif	2.00
model_3jya_700.cif	4.35
model_3jya_712.cif	7.25
model_3jya_730.cif	7.40
model_3jya_734.cif	4.24
model_3jya_735.cif	6.31
model_3jya_736.cif	4.38
model_3jya_741.cif	6.40
model_3jya_742.cif	5.07
model_3jya_744.cif	5.11
model_3jya_748.cif	5.89
model_3jya_750.cif	6.10
model_3jya_752.cif	5.79
model_3jya_755.cif	5.74
model_3jya_756.cif	8.69
model_3jya_758.cif	6.79
model_3jya_761.cif	4.79
model_3jya_764.cif	8.09
model_3jya_765.cif	7.48
model_3jya_766.cif	7.34
model_3jya_767.cif	7.93
model_3jya_771.cif	7.84
model_3jya_772.cif	8.16
model_3jya_774.cif	8.71
model_3jya_775.cif	9.66
model_3jya_776.cif	5.13
model_3jya_780.cif	7.88
model_3jya_782.cif	7.11
model_3jya_783.cif	6.46
model_3jya_786.cif	5.16
model_3jya_787.cif	3.81
model_3jya_788.cif	4.97
model_3jya_791.cif	7.51
model_3jya_793.cif	6.33
model_3jya_795.cif	2.97
model_3jya_796.cif	6.41
model_3jya_797.cif	7.23
model_3jya_798.cif	5.33
model_3jya_799.cif	6.96
model_3jya_865.cif	1.95
model_3jya_890.cif	6.13
model_3jya_898.cif	6.28
model_3jya_ligand.cif	0.00
model_3k5v_101.cif	5.22
model_3k5v_117.cif	2.65
model_3k5v_123.cif	1.64
model_3k5v_152.cif	8.28
model_3k5v_153.cif	3.09
model_3k5v_171.cif	2.72
model_3k5v_174.cif	2.55
model_3k5v_189.cif	0.92
model_3k5v_199.cif	3.40
model_3k5v_206.cif	8.42
model_3k5v_211.cif	3.41
model_3k5v_218.cif	1.17
model_3k5v_236.cif	1.57
model_3k5v_274.cif	2.88
model_3k5v_275.cif	4.82
model_3k5v_296.cif	3.22
model_3k5v_301.cif	2.60
model_3k5v_321.cif	0.91
model_3k5v_324.cif	1.06
model_3k5v_330.cif	1.91
model_3k5v_333.cif	2.61
model_3k5v_334.cif	8.80
model_3k5v_335.cif	2.70
model_3k5v_337.cif	0.98
model_3k5v_367.cif	0.82
model_3k5v_382.cif	8.69
model_3k5v_383.cif	1.91
model_3k5v_385.cif	0.63
model_3k5v_386.cif	0.64
model_3k5v_391.cif	7.06
model_3k5v_393.cif	0.65
model_3k5v_400.cif	0.93
model_3k5v_429.cif	8.42
model_3k5v_431.cif	7.93
model_3k5v_433.cif	8.09
model_3k5v_442.cif	3.45
model_3k5v_456.cif	2.56
model_3k5v_468.cif	4.07
model_3k5v_484.cif	4.01
model_3k5v_490.cif	7.54
model_3k5v_493.cif	2.00
model_3k5v_498.cif	7.93
model_3k5v_499.cif	3.06
model_3k5v_541.cif	6.87
model_3k5v_543.cif	4.70
model_3k5v_548.cif	3.75
model_3k5v_558.cif	1.61
model_3k5v_561.cif	5.10
model_3k5v_563.cif	7.56
model_3k5v_588.cif	5.08
model_3k5v_592.cif	5.13
model_3k5v_593.cif	2.56
model_3k5v_601.cif	5.24
model_3k5v_626.cif	6.68
model_3k5v_630.cif	4.31
model_3k5v_640.cif	7.73
model_3k5v_658.cif	4.66
model_3k5v_664.cif	1.01
model_3k5v_666.cif	3.58
model_3k5v_686.cif	6.72
model_3k5v_710.cif	1.54
model_3k5v_713.cif	4.43
model_3k5v_727.cif	8.73
model_3k5v_729.cif	7.41
model_3k5v_732.cif	5.99
model_3k5v_738.cif	9.99
model_3k5v_740.cif	7.69
model_3k5v_742.cif	9.67
model_3k5v_757.cif	9.45
model_3k5v_759.cif	5.04
model_3k5v_762.cif	8.48
model_3k5v_769.cif	6.31
model_3k5v_772.cif	8.70
model_3k5v_774.cif	7.95
model_3k5v_775.cif	8.44
model_3k5v_776.cif	9.10
model_3k5v_810.cif	3.09
model_3k5v_842.cif	2.29
model_3k5v_843.cif	3.78
model_3k5v_851.cif	7.53
model_3k5v_852.cif	5.30
model_3k5v_866.cif	4.11
model_3k5v_886.cif	4.06
model_3k5v_891.cif	5.40
model_3k5v_928.cif	4.12
model_3k5v_953.cif	0.99
model_3k5v_960.cif	5.30
model_3k5v_981.cif	0.93
model_3k5v_ligand.cif	0.00
model_3kgp_20.cif	0.99
model_3kgp_31.cif	1.00
model_3kgp_408.cif	4.44
model_3kgp_420.cif	4.70
model_3kgp_431.cif	1.68
model_3kgp_434.cif	2.81
model_3kgp_457.cif	2.35
model_3kgp_465.cif	2.54
model_3kgp_475.cif	3.09
model_3kgp_477.cif	2.24
model_3kgp_483.cif	5.15
model_3kgp_491.cif	5.07
model_3kgp_492.cif	1.01
model_3kgp_493.cif	1.76
model_3kgp_496.cif	1.93
model_3kgp_5.cif	1.00
model_3kgp_504.cif	4.02
model_3kgp_507.cif	3.97
model_3kgp_511.cif	3.58
model_3kgp_523.cif	4.36
model_3kgp_524.cif	5.27
model_3kgp_528.cif	3.47
model_3kgp_532.cif	3.13
model_3kgp_533.cif	3.53
model_3kgp_541.cif	1.91
model_3kgp_547.cif	5.48
model_3kgp_551.cif	5.25
model_3kgp_568.cif	3.98
model_3kgp_573.cif	5.01
model_3kgp_574.cif	2.53
model_3kgp_591.cif	3.44
model_3kgp_596.cif	3.18
model_3kgp_600.cif	5.59
model_3kgp_610.cif	3.24
model_3kgp_657.cif	1.86
model_3kgp_661.cif	0.95
model_3kgp_687.cif	4.43
model_3kgp_693.cif	5.40
model_3kgp_696.cif	2.03
model_3kgp_700.cif	2.62
model_3kgp_715.cif	1.60
model_3kgp_745.cif	1.37
model_3kgp_750.cif	1.76
model_3kgp_757.cif	1.03
model_3kgp_763.cif	4.67
model_3kgp_768.cif	4.32
model_3kgp_771.cif	7.20
model_3kgp_776.cif	6.17
model_3kgp_777.cif	2.21
model_3kgp_778.cif	6.22
model_3kgp_780.cif	2.49
model_3kgp_782.cif	6.87
model_3kgp_783.cif	4.51
model_3kgp_784.cif	6.09
model_3kgp_785.cif	6.04
model_3kgp_786.cif	6.07
model_3kgp_787.cif	4.58
model_3kgp_788.cif	6.11
model_3kgp_789.cif	6.07
model_3kgp_790.cif	4.15
model_3kgp_791.cif	6.08
model_3kgp_792.cif	6.07
model_3kgp_796.cif	5.36
model_3kgp_798.cif	5.89
model_3kgp_799.cif	2.57
model_3kgp_ligand.cif	0.00
model_3kr8_419.cif	1.03
model_3kr8_422.cif	0.92
model_3kr8_428.cif	0.90
model_3kr8_441.cif	0.95
model_3kr8_442.cif	2.00
model_3kr8_453.cif	1.00
model_3kr8_459.cif	1.74
model_3kr8_460.cif	2.48
model_3kr8_470.cif	2.34
model_3kr8_475.cif	2.55
model_3kr8_479.cif	6.76
model_3kr8_489.cif	2.07
model_3kr8_492.cif	1.08
model_3kr8_498.cif	1.42
model_3kr8_499.cif	0.95
model_3kr8_505.cif	0.93
model_3kr8_558.cif	1.41
model_3kr8_568.cif	2.08
model_3kr8_579.cif	8.20
model_3kr8_582.cif	3.42
model_3kr8_584.cif	4.03
model_3kr8_585.cif	2.11
model_3kr8_595.cif	8.06
model_3kr8_598.cif	8.88
model_3kr8_609.cif	2.14
model_3kr8_617.cif	2.24
model_3kr8_619.cif	6.85
model_3kr8_640.cif	1.63
model_3kr8_646.cif	2.69
model_3kr8_650.cif	8.02
model_3kr8_653.cif	1.43
model_3kr8_656.cif	7.01
model_3kr8_658.cif	4.09
model_3kr8_661.cif	3.50
model_3kr8_664.cif	1.41
model_3kr8_674.cif	4.02
model_3kr8_683.cif	6.78
model_3kr8_690.cif	4.04
model_3kr8_695.cif	4.28
model_3kr8_696.cif	3.58
model_3kr8_699.cif	6.68
model_3kr8_702.cif	2.03
model_3kr8_728.cif	9.27
model_3kr8_731.cif	7.79
model_3kr8_745.cif	7.09
model_3kr8_747.cif	9.38
model_3kr8_756.cif	8.71
model_3kr8_757.cif	9.99
model_3kr8_759.cif	9.83
model_3kr8_761.cif	3.69
model_3kr8_763.cif	3.88
model_3kr8_765.cif	9.02
model_3kr8_767.cif	6.17
model_3kr8_768.cif	9.62
model_3kr8_771.cif	7.82
model_3kr8_772.cif	9.20
model_3kr8_776.cif	6.20
model_3kr8_779.cif	9.44
model_3kr8_780.cif	8.46
model_3kr8_781.cif	7.12
model_3kr8_783.cif	4.28
model_3kr8_785.cif	0.68
model_3kr8_787.cif	1.17
model_3kr8_807.cif	7.87
model_3kr8_819.cif	8.54
model_3kr8_826.cif	7.35
model_3kr8_852.cif	7.99
model_3kr8_856.cif	8.58
model_3kr8_870.cif	8.06
model_3kr8_876.cif	8.04
model_3kr8_882.cif	9.15
model_3kr8_884.cif	0.56
model_3kr8_894.cif	0.62
model_3kr8_896.cif	0.93
model_3kr8_910.cif	6.98
model_3kr8_922.cif	9.52
model_3kr8_958.cif	6.61
model_3kr8_965.cif	7.48
model_3kr8_969.cif	7.02
model_3kr8_971.cif	6.80
model_3kr8_980.cif	6.59
model_3kr8_ligand.cif	0.00
model_3kwa_128.cif	1.97
model_3kwa_130.cif	1.76
model_3kwa_160.cif	1.91
model_3kwa_185.cif	1.71
model_3kwa_296.cif	4.28
model_3kwa_328.cif	1.92
model_3kwa_413.cif	2.71
model_3kwa_449.cif	2.53
model_3kwa_469.cif	4.06
model_3kwa_49.cif	3.76
model_3kwa_499.cif	1.79
model_3kwa_525.cif	5.63
model_3kwa_541.cif	1.91
model_3kwa_570.cif	5.48
model_3kwa_573.cif	5.99
model_3kwa_576.cif	3.64
model_3kwa_600.cif	5.17
model_3kwa_620.cif	5.88
model_3kwa_624.cif	4.11
model_3kwa_635.cif	6.18
model_3kwa_661.cif	5.53
model_3kwa_686.cif	5.29
model_3kwa_694.cif	3.52
model_3kwa_713.cif	3.77
model_3kwa_725.cif	2.95
model_3kwa_727.cif	5.11
model_3kwa_748.cif	4.22
model_3kwa_749.cif	4.15
model_3kwa_750.cif	2.65
model_3kwa_758.cif	2.38
model_3kwa_766.cif	6.09
model_3kwa_773.cif	1.94
model_3kwa_775.cif	3.67
model_3kwa_780.cif	4.38
model_3kwa_782.cif	4.92
model_3kwa_792.cif	4.53
model_3kwa_794.cif	5.04
model_3kwa_799.cif	3.46
model_3kwa_801.cif	2.38
model_3kwa_804.cif	3.09
model_3kwa_810.cif	3.44
model_3kwa_817.cif	2.82
model_3kwa_823.cif	4.35
model_3kwa_833.cif	2.71
model_3kwa_852.cif	2.92
model_3kwa_872.cif	1.96
model_3kwa_876.cif	3.50
model_3kwa_883.cif	5.57
model_3kwa_936.cif	2.79
model_3kwa_942.cif	4.62
model_3kwa_960.cif	3.92
model_3kwa_ligand.cif	0.00
model_3l7b_163.cif	0.69
model_3l7b_203.cif	6.07
model_3l7b_207.cif	0.91
model_3l7b_217.cif	6.05
model_3l7b_22.cif	5.67
model_3l7b_256.cif	1.31
model_3l7b_30.cif	0.51
model_3l7b_38.cif	0.42
model_3l7b_402.cif	4.14
model_3l7b_416.cif	1.84
model_3l7b_426.cif	1.98
model_3l7b_439.cif	1.91
model_3l7b_446.cif	2.22
model_3l7b_447.cif	1.29
model_3l7b_450.cif	3.97
model_3l7b_458.cif	1.88
model_3l7b_462.cif	4.45
model_3l7b_463.cif	2.74
model_3l7b_468.cif	3.83
model_3l7b_47.cif	0.77
model_3l7b_485.cif	2.13
model_3l7b_491.cif	1.57
model_3l7b_500.cif	3.03
model_3l7b_509.cif	6.94
model_3l7b_521.cif	5.98
model_3l7b_523.cif	2.74
model_3l7b_526.cif	7.54
model_3l7b_527.cif	2.48
model_3l7b_531.cif	5.49
model_3l7b_542.cif	3.44
model_3l7b_545.cif	2.28
model_3l7b_550.cif	5.15
model_3l7b_554.cif	6.85
model_3l7b_557.cif	7.97
model_3l7b_560.cif	5.43
model_3l7b_561.cif	1.87
model_3l7b_566.cif	3.10
model_3l7b_568.cif	7.10
model_3l7b_576.cif	1.77
model_3l7b_578.cif	5.50
model_3l7b_579.cif	6.99
model_3l7b_582.cif	2.43
model_3l7b_584.cif	3.19
model_3l7b_586.cif	5.63
model_3l7b_588.cif	6.12
model_3l7b_592.cif	4.98
model_3l7b_604.cif	4.89
model_3l7b_612.cif	2.99
model_3l7b_616.cif	4.98
model_3l7b_621.cif	6.14
model_3l7b_627.cif	4.30
model_3l7b_628.cif	3.84
model_3l7b_631.cif	3.60
model_3l7b_633.cif	7.85
model_3l7b_638.cif	6.02
model_3l7b_643.cif	4.67
model_3l7b_656.cif	4.98
model_3l7b_657.cif	5.30
model_3l7b_658.cif	6.04
model_3l7b_659.cif	3.15
model_3l7b_66.cif	0.82
model_3l7b_660.cif	5.89
model_3l7b_665.cif	1.66
model_3l7b_683.cif	7.68
model_3l7b_685.cif	9.14
model_3l7b_686.cif	6.16
model_3l7b_687.cif	2.60
model_3l7b_690.cif	2.90
model_3l7b_694.cif	5.15
model_3l7b_696.cif	7.10
model_3l7b_719.cif	4.15
model_3l7b_72.cif	0.89
model_3l7b_730.cif	3.98
model_3l7b_750.cif	4.23
model_3l7b_844.cif	0.75
model_3l7b_9.cif	0.40
model_3l7b_93.cif	0.90
model_3l7b_ligand.cif	0.00
model_3lka_161.cif	1.56
model_3lka_24.cif	5.36
model_3lka_258.cif	2.32
model_3lka_319.cif	4.87
model_3lka_373.cif	1.67
model_3lka_404.cif	1.32
model_3lka_431.cif	0.94
model_3lka_435.cif	6.10
model_3lka_438.cif	2.09
model_3lka_439.cif	6.85
model_3lka_443.cif	2.05
model_3lka_444.cif	2.90
model_3lka_456.cif	2.00
model_3lka_457.cif	0.91
model_3lka_459.cif	2.28
model_3lka_468.cif	2.58
model_3lka_472.cif	3.85
model_3lka_477.cif	3.44
model_3lka_485.cif	2.20
model_3lka_486.cif	0.87
model_3lka_490.cif	3.12
model_3lka_491.cif	3.74
model_3lka_495.cif	1.55
model_3lka_498.cif	4.67
model_3lka_501.cif	5.12
model_3lka_505.cif	6.05
model_3lka_510.cif	1.66
model_3lka_515.cif	4.68
model_3lka_518.cif	5.09
model_3lka_521.cif	6.02
model_3lka_536.cif	3.99
model_3lka_541.cif	0.91
model_3lka_544.cif	1.80
model_3lka_554.cif	5.68
model_3lka_556.cif	0.94
model_3lka_558.cif	4.80
model_3lka_559.cif	6.10
model_3lka_562.cif	0.73
model_3lka_565.cif	5.73
model_3lka_568.cif	4.27
model_3lka_582.cif	4.49
model_3lka_588.cif	1.33
model_3lka_593.cif	1.01
model_3lka_613.cif	4.31
model_3lka_627.cif	5.63
model_3lka_644.cif	5.02
model_3lka_652.cif	2.82
model_3lka_653.cif	2.09
model_3lka_660.cif	4.51
model_3lka_665.cif	0.87
model_3lka_668.cif	0.91
model_3lka_685.cif	1.70
model_3lka_735.cif	7.29
model_3lka_745.cif	3.32
model_3lka_749.cif	7.37
model_3lka_752.cif	7.07
model_3lka_756.cif	7.57
model_3lka_760.cif	7.12
model_3lka_764.cif	2.80
model_3lka_771.cif	4.98
model_3lka_772.cif	5.23
model_3lka_774.cif	3.71
model_3lka_775.cif	3.95
model_3lka_777.cif	6.11
model_3lka_780.cif	6.22
model_3lka_787.cif	6.54
model_3lka_791.cif	5.63
model_3lka_792.cif	6.83
model_3lka_794.cif	6.95
model_3lka_868.cif	7.24
model_3lka_870.cif	7.29
model_3lka_871.cif	8.97
model_3lka_882.cif	3.38
model_3lka_884.cif	8.96
model_3lka_888.cif	7.28
model_3lka_889.cif	8.95
model_3lka_893.cif	7.24
model_3lka_932.cif	4.57
model_3lka_94.cif	5.44
model_3lka_ligand.cif	0.00
model_3mss_101.cif	1.94
model_3mss_141.cif	2.12
model_3mss_18.cif	1.98
model_3mss_197.cif	1.99
model_3mss_214.cif	9.78
model_3mss_23.cif	1.97
model_3mss_239.cif	9.15
model_3mss_244.cif	7.79
model_3mss_264.cif	8.81
model_3mss_3.cif	9.60
model_3mss_311.cif	2.71
model_3mss_386.cif	9.79
model_3mss_401.cif	4.74
model_3mss_412.cif	4.06
model_3mss_424.cif	8.45
model_3mss_433.cif	4.97
model_3mss_434.cif	8.34
model_3mss_443.cif	4.31
model_3mss_445.cif	4.45
model_3mss_448.cif	3.92
model_3mss_451.cif	2.58
model_3mss_458.cif	3.02
model_3mss_459.cif	2.87
model_3mss_465.cif	3.73
model_3mss_466.cif	2.52
model_3mss_467.cif	6.57
model_3mss_475.cif	3.21
model_3mss_476.cif	3.61
model_3mss_487.cif	5.08
model_3mss_499.cif	7.50
model_3mss_507.cif	6.80
model_3mss_518.cif	7.09
model_3mss_522.cif	7.72
model_3mss_534.cif	5.17
model_3mss_546.cif	2.57
model_3mss_548.cif	2.93
model_3mss_555.cif	6.64
model_3mss_561.cif	6.85
model_3mss_568.cif	7.38
model_3mss_571.cif	3.06
model_3mss_574.cif	6.85
model_3mss_576.cif	7.40
model_3mss_591.cif	4.32
model_3mss_621.cif	8.14
model_3mss_628.cif	3.01
model_3mss_64.cif	1.80
model_3mss_653.cif	6.72
model_3mss_665.cif	7.13
model_3mss_668.cif	4.84
model_3mss_669.cif	5.20
model_3mss_678.cif	8.60
model_3mss_680.cif	3.12
model_3mss_681.cif	4.06
model_3mss_682.cif	3.56
model_3mss_684.cif	6.73
model_3mss_689.cif	4.28
model_3mss_697.cif	6.81
model_3mss_730.cif	1.81
model_3mss_737.cif	8.71
model_3mss_74.cif	2.00
model_3mss_747.cif	9.34
model_3mss_757.cif	9.21
model_3mss_758.cif	7.44
model_3mss_765.cif	9.98
model_3mss_79.cif	1.99
model_3mss_792.cif	8.13
model_3mss_800.cif	7.96
model_3mss_812.cif	8.73
model_3mss_82.cif	9.52
model_3mss_827.cif	6.48
model_3mss_836.cif	3.05
model_3mss_840.cif	7.95
model_3mss_856.cif	1.97
model_3mss_869.cif	4.06
model_3mss_873.cif	2.89
model_3mss_9.cif	2.61
model_3mss_94.cif	9.21
model_3mss_946.cif	8.17
model_3mss_948.cif	2.58
model_3mss_952.cif	7.00
model_3mss_96.cif	2.00
model_3mss_971.cif	8.81
model_3mss_974.cif	9.29
model_3mss_ligand.cif	0.00
model_3myg_104.cif	8.32
model_3myg_110.cif	9.28
model_3myg_115.cif	4.64
model_3myg_140.cif	0.81
model_3myg_159.cif	9.36
model_3myg_162.cif	9.04
model_3myg_181.cif	9.39
model_3myg_198.cif	9.17
model_3myg_225.cif	1.29
model_3myg_31.cif	8.85
model_3myg_333.cif	0.91
model_3myg_370.cif	7.27
model_3myg_407.cif	7.54
model_3myg_410.cif	6.91
model_3myg_422.cif	6.88
model_3myg_427.cif	6.80
model_3myg_435.cif	5.16
model_3myg_438.cif	5.94
model_3myg_447.cif	6.73
model_3myg_456.cif	7.43
model_3myg_459.cif	5.66
model_3myg_462.cif	6.33
model_3myg_463.cif	6.85
model_3myg_470.cif	5.31
model_3myg_472.cif	7.96
model_3myg_475.cif	2.54
model_3myg_476.cif	7.54
model_3myg_480.cif	4.43
model_3myg_483.cif	5.30
model_3myg_498.cif	5.68
model_3myg_500.cif	3.04
model_3myg_504.cif	5.06
model_3myg_526.cif	4.19
model_3myg_542.cif	2.90
model_3myg_548.cif	1.36
model_3myg_550.cif	4.17
model_3myg_551.cif	4.79
model_3myg_561.cif	6.51
model_3myg_574.cif	6.30
model_3myg_577.cif	5.61
model_3myg_582.cif	7.51
model_3myg_588.cif	4.12
model_3myg_589.cif	4.16
model_3myg_591.cif	3.47
model_3myg_600.cif	6.32
model_3myg_613.cif	4.74
model_3myg_644.cif	2.55
model_3myg_665.cif	7.86
model_3myg_667.cif	5.04
model_3myg_684.cif	6.18
model_3myg_693.cif	1.59
model_3myg_695.cif	7.22
model_3myg_699.cif	3.64
model_3myg_703.cif	2.10
model_3myg_714.cif	0.68
model_3myg_725.cif	0.69
model_3myg_729.cif	0.92
model_3myg_733.cif	0.98
model_3myg_737.cif	0.90
model_3myg_741.cif	2.95
model_3myg_743.cif	1.70
model_3myg_745.cif	4.29
model_3myg_756.cif	4.87
model_3myg_761.cif	2.29
model_3myg_762.cif	3.85
model_3myg_764.cif	8.91
model_3myg_767.cif	3.03
model_3myg_768.cif	7.59
model_3myg_769.cif	5.98
model_3myg_780.cif	3.95
model_3myg_782.cif	8.77
model_3myg_783.cif	9.88
model_3myg_784.cif	9.07
model_3myg_788.cif	9.17
model_3myg_792.cif	9.37
model_3myg_794.cif	8.45
model_3myg_803.cif	2.08
model_3myg_840.cif	1.28
model_3myg_841.cif	8.45
model_3myg_846.cif	2.60
model_3myg_850.cif	2.20
model_3myg_867.cif	8.00
model_3myg_875.cif	3.51
model_3myg_882.cif	8.61
model_3myg_884.cif	9.83
model_3myg_886.cif	8.14
model_3myg_887.cif	8.71
model_3myg_890.cif	3.35
model_3myg_894.cif	3.21
model_3myg_900.cif	1.66
model_3myg_902.cif	0.88
model_3myg_905.cif	0.82
model_3myg_913.cif	0.89
model_3myg_923.cif	1.14
model_3myg_925.cif	1.93
model_3myg_947.cif	1.12
model_3myg_965.cif	2.04
model_3myg_974.cif	8.54
model_3myg_980.cif	1.84
model_3myg_994.cif	3.34
model_3myg_ligand.cif	0.00
model_3n76_219.cif	0.99
model_3n76_261.cif	0.73
model_3n76_279.cif	0.77
model_3n76_403.cif	7.09
model_3n76_406.cif	6.59
model_3n76_407.cif	0.89
model_3n76_419.cif	2.86
model_3n76_429.cif	6.95
model_3n76_432.cif	6.75
model_3n76_440.cif	6.85
model_3n76_441.cif	2.83
model_3n76_455.cif	7.03
model_3n76_459.cif	7.15
model_3n76_463.cif	6.95
model_3n76_466.cif	0.79
model_3n76_470.cif	7.46
model_3n76_476.cif	2.11
model_3n76_480.cif	6.79
model_3n76_483.cif	6.80
model_3n76_484.cif	7.06
model_3n76_486.cif	2.21
model_3n76_488.cif	7.41
model_3n76_491.cif	6.79
model_3n76_494.cif	6.92
model_3n76_526.cif	1.70
model_3n76_527.cif	1.19
model_3n76_539.cif	1.25
model_3n76_552.cif	3.31
model_3n76_558.cif	2.88
model_3n76_574.cif	1.38
model_3n76_577.cif	2.88
model_3n76_578.cif	1.34
model_3n76_580.cif	1.96
model_3n76_585.cif	3.09
model_3n76_586.cif	2.15
model_3n76_587.cif	3.02
model_3n76_594.cif	1.86
model_3n76_606.cif	2.60
model_3n76_620.cif	3.45
model_3n76_630.cif	3.09
model_3n76_632.cif	7.48
model_3n76_633.cif	7.10
model_3n76_641.cif	5.87
model_3n76_642.cif	3.05
model_3n76_662.cif	3.07
model_3n76_665.cif	3.13
model_3n76_676.cif	3.06
model_3n76_689.cif	7.23
model_3n76_692.cif	6.84
model_3n76_693.cif	3.19
model_3n76_695.cif	7.13
model_3n76_700.cif	2.35
model_3n76_728.cif	1.30
model_3n76_737.cif	1.01
model_3n76_749.cif	0.54
model_3n76_758.cif	1.26
model_3n76_760.cif	0.78
model_3n76_782.cif	2.09
model_3n76_878.cif	0.88
model_3n76_884.cif	0.84
model_3n76_885.cif	0.86
model_3n76_ligand.cif	0.00
model_3n7a_36.cif	0.49
